hedge_id,projet_id,projet,type_hedge,date,année,trim,mois,p50_adj,p90_adj
5,ART1,Artois 1,OA,2022-01-01,2022,Q1-22,1,-3958.7548,-3709.9458
6,ART2,Artois 2,OA,2022-01-01,2022,Q1-22,1,-2838.8782,-2660.4539
8,AVI2,Avignonet II,OA,2022-01-01,2022,Q1-22,1,-1050.46,-971.18
11,BASS,Bassigny,OA,2022-01-01,2022,Q1-22,1,-2306.8499,-2150.0737
15,BSLL,Boralex Solaire Lauragais SAS,OA,2022-01-01,2022,Q1-22,1,-250.9589,-242.2395
16,BSLC,Boralex Solaire Les Cigalettes SAS (Montfort),OA,2022-01-01,2022,Q1-22,1,-833.4181,-793.5707
17,CALM,Calmont (Laur Eole Energie ),OA,2022-01-01,2022,Q1-22,1,-3382.9815,-3100.2248
18,CHL2,Cham Longe II,OA,2022-01-01,2022,Q1-22,1,-1380.8593,-1290.3111
20,CHAR,Charmoy,OA,2022-01-01,2022,Q1-22,1,-2750.8525,-2561.9527
21,CHMA,Chasse Marée,OA,2022-01-01,2022,Q1-22,1,-2549.96,-2341.8
22,CHDG,Chemin de Grès,OA,2022-01-01,2022,Q1-22,1,-8873.365,-8152.3199
24,COCO,Coat Conval,OA,2022-01-01,2022,Q1-22,1,-1245.27,-1164.93
25,CDAR,Comes de l'Arce,OA,2022-01-01,2022,Q1-22,1,-2888.4874,-2671.5654
26,COBL,Coteaux du Blaiseron,OA,2022-01-01,2022,Q1-22,1,-3100.38,-2777.668
27,COCL,Coulonges (CL),OA,2022-01-01,2022,Q1-22,1,-3307.4665,-3044.0782
28,COCP,Coulonges (CP),OA,2022-01-01,2022,Q1-22,1,-3045.2463,-2802.7398
29,CONT,Coulonges (NT),OA,2022-01-01,2022,Q1-22,1,-3116.769,-2868.5668
32,FIER,Fierville,OA,2022-01-01,2022,Q1-22,1,-2156.3112,-1993.3342
33,FOPL,Fond de la Plaine,OA,2022-01-01,2022,Q1-22,1,-934.5708,-851.4979
34,FOR1,Fortel 1,OA,2022-01-01,2022,Q1-22,1,-3275.4031,-3021.1204
35,FOR2,Fortel 2,OA,2022-01-01,2022,Q1-22,1,-3441.8218,-3174.6193
36,HDCO,Haut de Comble (HC),OA,2022-01-01,2022,Q1-22,1,-6012.3017,-5458.6229
37,HDC1,Haut de Conge 1,OA,2022-01-01,2022,Q1-22,1,-2395.9989,-2210.9421
38,HDC2,Haut de Conge 2,OA,2022-01-01,2022,Q1-22,1,-755.3234,-696.9854
39,HDC3,Haut de Conge 3,OA,2022-01-01,2022,Q1-22,1,-2411.9461,-2225.6575
40,IDBO,Inter deux bos (MET),OA,2022-01-01,2022,Q1-22,1,-8821.8761,-7980.4253
44,LGCA,Le Grand Camp,OA,2022-01-01,2022,Q1-22,1,-2858.0448,-2650.98
46,LEAG,Leign ar Gasprenn,OA,2022-01-01,2022,Q1-22,1,-1801.98,-1687.77
47,LCLE,Les Clérimois,OA,2022-01-01,2022,Q1-22,1,-1809.4413,-1677.6277
48,LEPA,Les Eparmonts,OA,2022-01-01,2022,Q1-22,1,-2426.4954,-2268.7732
49,LMDB,Les Moulins de Boulay,OA,2022-01-01,2022,Q1-22,1,-1972.9502,-1832.0251
50,MELC,Ménétréols Les chênes (La vallée 3),OA,2022-01-01,2022,Q1-22,1,-1151.7896,-1069.218
51,MELI,Ménétréols Lizeray (La vallée 4),OA,2022-01-01,2022,Q1-22,1,-916.2384,-850.5534
52,MERE,Ménétréols Renardiére (La vallée 2),OA,2022-01-01,2022,Q1-22,1,-4503.5691,-4180.7089
53,MDB1,Monts de Bagny 1,OA,2022-01-01,2022,Q1-22,1,-3912.5241,-3640.3577
54,MDB2,Monts de Bagny 2,OA,2022-01-01,2022,Q1-22,1,-3982.1353,-3705.1266
55,MORL,Morlange,OA,2022-01-01,2022,Q1-22,1,-2318.1415,-2143.0289
58,PANN,Pannecé (BS),OA,2022-01-01,2022,Q1-22,1,-2483.1562,-2281.4785
59,PANV,Pannecé La Vallière,OA,2022-01-01,2022,Q1-22,1,-2227.8163,-2046.8769
61,PDO1,Pays d'Othe 1,OA,2022-01-01,2022,Q1-22,1,-2207.7299,-2037.5911
63,PDBE,Plaine de Beaunay,OA,2022-01-01,2022,Q1-22,1,-3575.8069,-3247.2875
64,PLAN,Plateau de Langres,OA,2022-01-01,2022,Q1-22,1,-2021.6796,-1879.6156
65,PDS1,Plateau de Savernat 1,OA,2022-01-01,2022,Q1-22,1,-2951.8117,-2744.8531
66,PDS2,Plateau de Savernat 2,OA,2022-01-01,2022,Q1-22,1,-966.9852,-899.1876
71,RON1,Ronchois 1,OA,2022-01-01,2022,Q1-22,1,-3173.9849,-2948.9174
72,RON2,Ronchois 2,OA,2022-01-01,2022,Q1-22,1,-1573.3392,-1461.7736
73,RON3,Ronchois 3,OA,2022-01-01,2022,Q1-22,1,-3077.6883,-2859.4491
74,STAN,Saint André,OA,2022-01-01,2022,Q1-22,1,-2445.8826,-2241.055
76,SDI1,SdlL1,OA,2022-01-01,2022,Q1-22,1,-3168.8362,-2923.1384
77,SDI2,SdlL2,OA,2022-01-01,2022,Q1-22,1,-1610.2567,-1485.4044
81,SFR2,St François Roye 2,OA,2022-01-01,2022,Q1-22,1,-3240.7673,-3009.7299
82,SFR3,St François Roye 3,OA,2022-01-01,2022,Q1-22,1,-3061.7481,-2843.4731
83,STGE,St Georges (La Vallée 1),OA,2022-01-01,2022,Q1-22,1,-1084.0719,-1006.3549
84,SPH,St Patrick Hermin,OA,2022-01-01,2022,Q1-22,1,-3815.8061,-3586.3432
85,SPP1,St Patrick Pernois 1,OA,2022-01-01,2022,Q1-22,1,-2998.3127,-2818.0097
86,SPP2,St Patrick Pernois 2,OA,2022-01-01,2022,Q1-22,1,-3078.5144,-2893.3885
87,SPP3,St Patrick Pernois 3,OA,2022-01-01,2022,Q1-22,1,-1519.0522,-1427.7043
88,TOUV,Touvent,OA,2022-01-01,2022,Q1-22,1,-3918.6622,-3577.9089
89,VAM1,Val au Moines 1,OA,2022-01-01,2022,Q1-22,1,-3031.8381,-2741.1139
90,VAM2,Val au Moines 2,OA,2022-01-01,2022,Q1-22,1,-1431.4077,-1294.1494
91,VAA1,Vallée d'Arce 1 (DR),OA,2022-01-01,2022,Q1-22,1,-3519.3932,-3252.036
92,VAA2,Vallée d'Arce 2 (NY),OA,2022-01-01,2022,Q1-22,1,-1744.5575,-1612.029
93,VAA3,Vallée d'Arce 3 (NU),OA,2022-01-01,2022,Q1-22,1,-3412.6171,-3153.3713
94,VDMO,Voie des monts,OA,2022-01-01,2022,Q1-22,1,-3221.309,-2939.1912
95,VRON,Vron ,OA,2022-01-01,2022,Q1-22,1,-2444.5326,-2265.3522
96,ZOND,Zondrange,OA,2022-01-01,2022,Q1-22,1,-2485.4479,-2277.4415
295,LACI,La Citadelle,OA,2022-01-01,2022,Q1-22,1,-3028.4366,-2803.3501
5,ART1,Artois 1,OA,2022-02-01,2022,Q1-22,2,-3269.6765,-3064.1763
6,ART2,Artois 2,OA,2022-02-01,2022,Q1-22,2,-2344.7306,-2197.3636
8,AVI2,Avignonet II,OA,2022-02-01,2022,Q1-22,2,-967.78,-894.74
11,BASS,Bassigny,OA,2022-02-01,2022,Q1-22,2,-1981.1526,-1846.5111
15,BSLL,Boralex Solaire Lauragais SAS,OA,2022-02-01,2022,Q1-22,2,-335.7901,-324.1232
16,BSLC,Boralex Solaire Les Cigalettes SAS (Montfort),OA,2022-02-01,2022,Q1-22,2,-944.1415,-899.0002
17,CALM,Calmont (Laur Eole Energie ),OA,2022-02-01,2022,Q1-22,2,-3133.4991,-2871.5947
18,CHL2,Cham Longe II,OA,2022-02-01,2022,Q1-22,2,-1235.3759,-1154.3676
20,CHAR,Charmoy,OA,2022-02-01,2022,Q1-22,2,-2287.3811,-2130.3077
21,CHMA,Chasse Marée,OA,2022-02-01,2022,Q1-22,2,-2016.84,-1852.2
22,CHDG,Chemin de Grès,OA,2022-02-01,2022,Q1-22,2,-7217.6056,-6631.1067
24,COCO,Coat Conval,OA,2022-02-01,2022,Q1-22,2,-1005.33,-940.47
25,CDAR,Comes de l'Arce,OA,2022-02-01,2022,Q1-22,2,-2375.1937,-2196.8195
26,COBL,Coteaux du Blaiseron,OA,2022-02-01,2022,Q1-22,2,-2525.6629,-2262.7719
27,COCL,Coulonges (CL),OA,2022-02-01,2022,Q1-22,2,-2846.1478,-2619.4963
28,COCP,Coulonges (CP),OA,2022-02-01,2022,Q1-22,2,-2620.5015,-2411.8193
29,CONT,Coulonges (NT),OA,2022-02-01,2022,Q1-22,2,-2682.0484,-2468.4649
32,FIER,Fierville,OA,2022-02-01,2022,Q1-22,2,-1776.5064,-1642.2356
33,FOPL,Fond de la Plaine,OA,2022-02-01,2022,Q1-22,2,-877.4078,-799.416
34,FOR1,Fortel 1,OA,2022-02-01,2022,Q1-22,2,-2637.855,-2433.0678
35,FOR2,Fortel 2,OA,2022-02-01,2022,Q1-22,2,-2771.8808,-2556.6886
36,HDCO,Haut de Comble (HC),OA,2022-02-01,2022,Q1-22,2,-4974.6191,-4516.5015
37,HDC1,Haut de Conge 1,OA,2022-02-01,2022,Q1-22,2,-2019.8352,-1863.8317
38,HDC2,Haut de Conge 2,OA,2022-02-01,2022,Q1-22,2,-636.7402,-587.5611
39,HDC3,Haut de Conge 3,OA,2022-02-01,2022,Q1-22,2,-2033.2788,-1876.2369
40,IDBO,Inter deux bos (MET),OA,2022-02-01,2022,Q1-22,2,-7221.2825,-6532.5
44,LGCA,Le Grand Camp,OA,2022-02-01,2022,Q1-22,2,-2431.6528,-2255.48
46,LEAG,Leign ar Gasprenn,OA,2022-02-01,2022,Q1-22,2,-1485.32,-1391.18
47,LCLE,Les Clérimois,OA,2022-02-01,2022,Q1-22,2,-1513.519,-1403.2627
48,LEPA,Les Eparmonts,OA,2022-02-01,2022,Q1-22,2,-1985.8582,-1856.7774
49,LMDB,Les Moulins de Boulay,OA,2022-02-01,2022,Q1-22,2,-1641.0363,-1523.8194
50,MELC,Ménétréols Les chênes (La vallée 3),OA,2022-02-01,2022,Q1-22,2,-982.4667,-912.0338
51,MELI,Ménétréols Lizeray (La vallée 4),OA,2022-02-01,2022,Q1-22,2,-781.5436,-725.5148
52,MERE,Ménétréols Renardiére (La vallée 2),OA,2022-02-01,2022,Q1-22,2,-3841.506,-3566.109
53,MDB1,Monts de Bagny 1,OA,2022-02-01,2022,Q1-22,2,-3178.1134,-2957.0347
54,MDB2,Monts de Bagny 2,OA,2022-02-01,2022,Q1-22,2,-3234.6581,-3009.646
55,MORL,Morlange,OA,2022-02-01,2022,Q1-22,2,-1955.284,-1807.5816
58,PANN,Pannecé (BS),OA,2022-02-01,2022,Q1-22,2,-2103.5258,-1932.681
59,PANV,Pannecé La Vallière,OA,2022-02-01,2022,Q1-22,2,-1887.2228,-1733.9458
61,PDO1,Pays d'Othe 1,OA,2022-02-01,2022,Q1-22,2,-1829.6308,-1688.6302
63,PDBE,Plaine de Beaunay,OA,2022-02-01,2022,Q1-22,2,-2909.6136,-2642.2992
64,PLAN,Plateau de Langres,OA,2022-02-01,2022,Q1-22,2,-1768.0372,-1643.7967
65,PDS1,Plateau de Savernat 1,OA,2022-02-01,2022,Q1-22,2,-2523.2411,-2346.3306
66,PDS2,Plateau de Savernat 2,OA,2022-02-01,2022,Q1-22,2,-826.5896,-768.6354
71,RON1,Ronchois 1,OA,2022-02-01,2022,Q1-22,2,-2595.2744,-2411.2433
72,RON2,Ronchois 2,OA,2022-02-01,2022,Q1-22,2,-1286.4733,-1195.2494
73,RON3,Ronchois 3,OA,2022-02-01,2022,Q1-22,2,-2516.5355,-2338.0877
74,STAN,Saint André,OA,2022-02-01,2022,Q1-22,2,-2037.5446,-1866.9128
76,SDI1,SdlL1,OA,2022-02-01,2022,Q1-22,2,-2821.5272,-2602.7582
77,SDI2,SdlL2,OA,2022-02-01,2022,Q1-22,2,-1433.7703,-1322.6019
81,SFR2,St François Roye 2,OA,2022-02-01,2022,Q1-22,2,-2668.8672,-2478.6011
82,SFR3,St François Roye 3,OA,2022-02-01,2022,Q1-22,2,-2521.4396,-2341.6838
83,STGE,St Georges (La Vallée 1),OA,2022-02-01,2022,Q1-22,2,-924.704,-858.4121
84,SPH,St Patrick Hermin,OA,2022-02-01,2022,Q1-22,2,-3112.7262,-2925.543
85,SPP1,St Patrick Pernois 1,OA,2022-02-01,2022,Q1-22,2,-2445.8598,-2298.7784
86,SPP2,St Patrick Pernois 2,OA,2022-02-01,2022,Q1-22,2,-2511.284,-2360.2683
87,SPP3,St Patrick Pernois 3,OA,2022-02-01,2022,Q1-22,2,-1239.1599,-1164.6432
88,TOUV,Touvent,OA,2022-02-01,2022,Q1-22,2,-3141.5309,-2868.3543
89,VAM1,Val au Moines 1,OA,2022-02-01,2022,Q1-22,2,-2474.4598,-2237.1828
90,VAM2,Val au Moines 2,OA,2022-02-01,2022,Q1-22,2,-1168.2552,-1056.2308
91,VAA1,Vallée d'Arce 1 (DR),OA,2022-02-01,2022,Q1-22,2,-2895.3664,-2675.4145
92,VAA2,Vallée d'Arce 2 (NY),OA,2022-02-01,2022,Q1-22,2,-1435.2284,-1326.1986
93,VAA3,Vallée d'Arce 3 (NU),OA,2022-02-01,2022,Q1-22,2,-2807.5228,-2594.2441
94,VDMO,Voie des monts,OA,2022-02-01,2022,Q1-22,2,-2710.5429,-2473.1573
95,VRON,Vron ,OA,2022-02-01,2022,Q1-22,2,-1957.5896,-1814.1013
96,ZOND,Zondrange,OA,2022-02-01,2022,Q1-22,2,-2086.8178,-1912.1727
295,LACI,La Citadelle,OA,2022-02-01,2022,Q1-22,2,-2755.551,-2550.7465
5,ART1,Artois 1,OA,2022-03-01,2022,Q1-22,3,-3155.9785,-2957.6243
6,ART2,Artois 2,OA,2022-03-01,2022,Q1-22,3,-2263.1962,-2120.9537
8,AVI2,Avignonet II,OA,2022-03-01,2022,Q1-22,3,-1085.44,-1003.52
11,BASS,Bassigny,OA,2022-03-01,2022,Q1-22,3,-2039.2387,-1900.6497
15,BSLL,Boralex Solaire Lauragais SAS,OA,2022-03-01,2022,Q1-22,3,-526.0712,-507.7931
16,BSLC,Boralex Solaire Les Cigalettes SAS (Montfort),OA,2022-03-01,2022,Q1-22,3,-1336.1622,-1272.2777
17,CALM,Calmont (Laur Eole Energie ),OA,2022-03-01,2022,Q1-22,3,-3499.4066,-3206.9189
18,CHL2,Cham Longe II,OA,2022-03-01,2022,Q1-22,3,-1208.2518,-1129.0222
20,CHAR,Charmoy,OA,2022-03-01,2022,Q1-22,3,-2222.8179,-2070.1781
21,CHMA,Chasse Marée,OA,2022-03-01,2022,Q1-22,3,-1850.24,-1699.2
22,CHDG,Chemin de Grès,OA,2022-03-01,2022,Q1-22,3,-6916.5585,-6354.5225
24,COCO,Coat Conval,OA,2022-03-01,2022,Q1-22,3,-903.03,-844.77
25,CDAR,Comes de l'Arce,OA,2022-03-01,2022,Q1-22,3,-2346.1394,-2169.9471
26,COBL,Coteaux du Blaiseron,OA,2022-03-01,2022,Q1-22,3,-2515.354,-2253.5361
27,COCL,Coulonges (CL),OA,2022-03-01,2022,Q1-22,3,-2646.5128,-2435.7591
28,COCP,Coulonges (CP),OA,2022-03-01,2022,Q1-22,3,-2436.6938,-2242.649
29,CONT,Coulonges (NT),OA,2022-03-01,2022,Q1-22,3,-2493.9237,-2295.3214
32,FIER,Fierville,OA,2022-03-01,2022,Q1-22,3,-1615.4832,-1493.3827
33,FOPL,Fond de la Plaine,OA,2022-03-01,2022,Q1-22,3,-851.0946,-775.4417
34,FOR1,Fortel 1,OA,2022-03-01,2022,Q1-22,3,-2510.3454,-2315.4572
35,FOR2,Fortel 2,OA,2022-03-01,2022,Q1-22,3,-2637.8926,-2433.1024
36,HDCO,Haut de Comble (HC),OA,2022-03-01,2022,Q1-22,3,-4865.1149,-4417.0817
37,HDC1,Haut de Conge 1,OA,2022-03-01,2022,Q1-22,3,-2058.6782,-1899.6746
38,HDC2,Haut de Conge 2,OA,2022-03-01,2022,Q1-22,3,-648.9852,-598.8603
39,HDC3,Haut de Conge 3,OA,2022-03-01,2022,Q1-22,3,-2072.3803,-1912.3184
40,IDBO,Inter deux bos (MET),OA,2022-03-01,2022,Q1-22,3,-6930.9423,-6269.8531
44,LGCA,Le Grand Camp,OA,2022-03-01,2022,Q1-22,3,-2331.7552,-2162.82
46,LEAG,Leign ar Gasprenn,OA,2022-03-01,2022,Q1-22,3,-1378.82,-1291.43
47,LCLE,Les Clérimois,OA,2022-03-01,2022,Q1-22,3,-1487.3176,-1378.9699
48,LEPA,Les Eparmonts,OA,2022-03-01,2022,Q1-22,3,-1981.8705,-1853.0489
49,LMDB,Les Moulins de Boulay,OA,2022-03-01,2022,Q1-22,3,-1662.9392,-1544.1578
50,MELC,Ménétréols Les chênes (La vallée 3),OA,2022-03-01,2022,Q1-22,3,-959.8247,-891.015
51,MELI,Ménétréols Lizeray (La vallée 4),OA,2022-03-01,2022,Q1-22,3,-763.532,-708.7945
52,MERE,Ménétréols Renardiére (La vallée 2),OA,2022-03-01,2022,Q1-22,3,-3752.9743,-3483.9241
53,MDB1,Monts de Bagny 1,OA,2022-03-01,2022,Q1-22,3,-3041.63,-2830.0455
54,MDB2,Monts de Bagny 2,OA,2022-03-01,2022,Q1-22,3,-3095.7464,-2880.3974
55,MORL,Morlange,OA,2022-03-01,2022,Q1-22,3,-2011.2677,-1859.3363
58,PANN,Pannecé (BS),OA,2022-03-01,2022,Q1-22,3,-2016.3975,-1852.6292
59,PANV,Pannecé La Vallière,OA,2022-03-01,2022,Q1-22,3,-1809.0538,-1662.1256
61,PDO1,Pays d'Othe 1,OA,2022-03-01,2022,Q1-22,3,-1783.5212,-1646.074
63,PDBE,Plaine de Beaunay,OA,2022-03-01,2022,Q1-22,3,-2670.4672,-2425.124
64,PLAN,Plateau de Langres,OA,2022-03-01,2022,Q1-22,3,-1837.0428,-1707.9533
65,PDS1,Plateau de Savernat 1,OA,2022-03-01,2022,Q1-22,3,-2449.6994,-2277.9451
66,PDS2,Plateau de Savernat 2,OA,2022-03-01,2022,Q1-22,3,-802.4981,-746.233
71,RON1,Ronchois 1,OA,2022-03-01,2022,Q1-22,3,-2439.7619,-2266.7582
72,RON2,Ronchois 2,OA,2022-03-01,2022,Q1-22,3,-1209.386,-1123.6284
73,RON3,Ronchois 3,OA,2022-03-01,2022,Q1-22,3,-2365.7411,-2197.9862
74,STAN,Saint André,OA,2022-03-01,2022,Q1-22,3,-1952.5605,-1789.0456
76,SDI1,SdlL1,OA,2022-03-01,2022,Q1-22,3,-2830.1382,-2610.7015
77,SDI2,SdlL2,OA,2022-03-01,2022,Q1-22,3,-1438.1459,-1326.6383
81,SFR2,St François Roye 2,OA,2022-03-01,2022,Q1-22,3,-2550.7282,-2368.8844
82,SFR3,St François Roye 3,OA,2022-03-01,2022,Q1-22,3,-2409.8266,-2238.0277
83,STGE,St Georges (La Vallée 1),OA,2022-03-01,2022,Q1-22,3,-903.3932,-838.6291
84,SPH,St Patrick Hermin,OA,2022-03-01,2022,Q1-22,3,-2949.7395,-2772.3575
85,SPP1,St Patrick Pernois 1,OA,2022-03-01,2022,Q1-22,3,-2317.7912,-2178.4112
86,SPP2,St Patrick Pernois 2,OA,2022-03-01,2022,Q1-22,3,-2379.7896,-2236.6814
87,SPP3,St Patrick Pernois 3,OA,2022-03-01,2022,Q1-22,3,-1174.2757,-1103.6609
88,TOUV,Touvent,OA,2022-03-01,2022,Q1-22,3,-2829.4781,-2583.4365
89,VAM1,Val au Moines 1,OA,2022-03-01,2022,Q1-22,3,-2339.4893,-2115.1547
90,VAM2,Val au Moines 2,OA,2022-03-01,2022,Q1-22,3,-1104.5322,-998.6182
91,VAA1,Vallée d'Arce 1 (DR),OA,2022-03-01,2022,Q1-22,3,-2862.8341,-2645.3537
92,VAA2,Vallée d'Arce 2 (NY),OA,2022-03-01,2022,Q1-22,3,-1419.1023,-1311.2975
93,VAA3,Vallée d'Arce 3 (NU),OA,2022-03-01,2022,Q1-22,3,-2775.9776,-2565.0953
94,VDMO,Voie des monts,OA,2022-03-01,2022,Q1-22,3,-2701.8367,-2465.2135
95,VRON,Vron ,OA,2022-03-01,2022,Q1-22,3,-1857.4521,-1721.3038
96,ZOND,Zondrange,OA,2022-03-01,2022,Q1-22,3,-2139.0971,-1960.0768
295,LACI,La Citadelle,OA,2022-03-01,2022,Q1-22,3,-2823.7724,-2613.8974
5,ART1,Artois 1,OA,2022-04-01,2022,Q2-22,4,-2553.035,-2392.576
6,ART2,Artois 2,OA,2022-04-01,2022,Q2-22,4,-1830.817,-1715.7496
8,AVI2,Avignonet II,OA,2022-04-01,2022,Q2-22,4,-974.14,-900.62
11,BASS,Bassigny,OA,2022-04-01,2022,Q2-22,4,-1721.8394,-1604.8212
15,BSLL,Boralex Solaire Lauragais SAS,OA,2022-04-01,2022,Q2-22,4,-582.6253,-562.3823
16,BSLC,Boralex Solaire Les Cigalettes SAS (Montfort),OA,2022-04-01,2022,Q2-22,4,-1366.0874,-1300.7721
17,CALM,Calmont (Laur Eole Energie ),OA,2022-04-01,2022,Q2-22,4,-3100.2348,-2841.1107
18,CHL2,Cham Longe II,OA,2022-04-01,2022,Q2-22,4,-1022.0824,-955.0606
20,CHAR,Charmoy,OA,2022-04-01,2022,Q2-22,4,-1807.7689,-1683.6303
21,CHMA,Chasse Marée,OA,2022-04-01,2022,Q2-22,4,-1324.96,-1216.8
22,CHDG,Chemin de Grès,OA,2022-04-01,2022,Q2-22,4,-5539.2677,-5089.1497
24,COCO,Coat Conval,OA,2022-04-01,2022,Q2-22,4,-708.66,-662.94
25,CDAR,Comes de l'Arce,OA,2022-04-01,2022,Q2-22,4,-1944.2208,-1798.2121
26,COBL,Coteaux du Blaiseron,OA,2022-04-01,2022,Q2-22,4,-2023.1075,-1812.5265
27,COCL,Coulonges (CL),OA,2022-04-01,2022,Q2-22,4,-2212.1717,-2036.0066
28,COCP,Coulonges (CP),OA,2022-04-01,2022,Q2-22,4,-2036.7879,-1874.5894
29,CONT,Coulonges (NT),OA,2022-04-01,2022,Q2-22,4,-2084.6253,-1918.6173
32,FIER,Fierville,OA,2022-04-01,2022,Q2-22,4,-1293.4367,-1195.6769
33,FOPL,Fond de la Plaine,OA,2022-04-01,2022,Q2-22,4,-807.5418,-735.7603
34,FOR1,Fortel 1,OA,2022-04-01,2022,Q2-22,4,-1912.6441,-1764.1579
35,FOR2,Fortel 2,OA,2022-04-01,2022,Q2-22,4,-2009.8229,-1853.7923
36,HDCO,Haut de Comble (HC),OA,2022-04-01,2022,Q2-22,4,-3942.151,-3579.1144
37,HDC1,Haut de Conge 1,OA,2022-04-01,2022,Q2-22,4,-1694.7808,-1563.8831
38,HDC2,Haut de Conge 2,OA,2022-04-01,2022,Q2-22,4,-534.2688,-493.0042
39,HDC3,Haut de Conge 3,OA,2022-04-01,2022,Q2-22,4,-1706.0608,-1574.2919
40,IDBO,Inter deux bos (MET),OA,2022-04-01,2022,Q2-22,4,-5538.7981,-5010.4948
44,LGCA,Le Grand Camp,OA,2022-04-01,2022,Q2-22,4,-1937.038,-1796.7
46,LEAG,Leign ar Gasprenn,OA,2022-04-01,2022,Q2-22,4,-1143.1,-1070.65
47,LCLE,Les Clérimois,OA,2022-04-01,2022,Q2-22,4,-1237.6332,-1147.4744
48,LEPA,Les Eparmonts,OA,2022-04-01,2022,Q2-22,4,-1573.1346,-1470.8809
49,LMDB,Les Moulins de Boulay,OA,2022-04-01,2022,Q2-22,4,-1278.7952,-1187.4527
50,MELC,Ménétréols Les chênes (La vallée 3),OA,2022-04-01,2022,Q2-22,4,-832.8325,-773.1269
51,MELI,Ménétréols Lizeray (La vallée 4),OA,2022-04-01,2022,Q2-22,4,-662.5109,-615.0156
52,MERE,Ménétréols Renardiére (La vallée 2),OA,2022-04-01,2022,Q2-22,4,-3256.4269,-3022.9741
53,MDB1,Monts de Bagny 1,OA,2022-04-01,2022,Q2-22,4,-2411.2067,-2243.4762
54,MDB2,Monts de Bagny 2,OA,2022-04-01,2022,Q2-22,4,-2454.1066,-2283.3919
55,MORL,Morlange,OA,2022-04-01,2022,Q2-22,4,-1604.8672,-1483.6354
58,PANN,Pannecé (BS),OA,2022-04-01,2022,Q2-22,4,-1692.7781,-1555.2936
59,PANV,Pannecé La Vallière,OA,2022-04-01,2022,Q2-22,4,-1518.7118,-1395.3647
61,PDO1,Pays d'Othe 1,OA,2022-04-01,2022,Q2-22,4,-1471.82,-1358.394
63,PDBE,Plaine de Beaunay,OA,2022-04-01,2022,Q2-22,4,-2041.2847,-1853.7461
64,PLAN,Plateau de Langres,OA,2022-04-01,2022,Q2-22,4,-1592.7255,-1480.8042
65,PDS1,Plateau de Savernat 1,OA,2022-04-01,2022,Q2-22,4,-2102.2782,-1954.8825
66,PDS2,Plateau de Savernat 2,OA,2022-04-01,2022,Q2-22,4,-688.6862,-640.4008
71,RON1,Ronchois 1,OA,2022-04-01,2022,Q2-22,4,-1858.502,-1726.7155
72,RON2,Ronchois 2,OA,2022-04-01,2022,Q2-22,4,-921.2565,-855.9301
73,RON3,Ronchois 3,OA,2022-04-01,2022,Q2-22,4,-1802.1163,-1674.3281
74,STAN,Saint André,OA,2022-04-01,2022,Q2-22,4,-1556.6592,-1426.2986
76,SDI1,SdlL1,OA,2022-04-01,2022,Q2-22,4,-2448.3852,-2258.548
77,SDI2,SdlL2,OA,2022-04-01,2022,Q2-22,4,-1244.1567,-1147.6901
81,SFR2,St François Roye 2,OA,2022-04-01,2022,Q2-22,4,-1997.6229,-1855.2105
82,SFR3,St François Roye 3,OA,2022-04-01,2022,Q2-22,4,-1887.2747,-1752.7291
83,STGE,St Georges (La Vallée 1),OA,2022-04-01,2022,Q2-22,4,-783.8674,-727.672
84,SPH,St Patrick Hermin,OA,2022-04-01,2022,Q2-22,4,-2281.8137,-2144.5972
85,SPP1,St Patrick Pernois 1,OA,2022-04-01,2022,Q2-22,4,-1792.9609,-1685.1415
86,SPP2,St Patrick Pernois 2,OA,2022-04-01,2022,Q2-22,4,-1840.9207,-1730.2172
87,SPP3,St Patrick Pernois 3,OA,2022-04-01,2022,Q2-22,4,-908.378,-853.7528
88,TOUV,Touvent,OA,2022-04-01,2022,Q2-22,4,-1998.3377,-1824.5692
89,VAM1,Val au Moines 1,OA,2022-04-01,2022,Q2-22,4,-1819.6028,-1645.1203
90,VAM2,Val au Moines 2,OA,2022-04-01,2022,Q2-22,4,-859.0806,-776.703
91,VAA1,Vallée d'Arce 1 (DR),OA,2022-04-01,2022,Q2-22,4,-2377.8085,-2197.1739
92,VAA2,Vallée d'Arce 2 (NY),OA,2022-04-01,2022,Q2-22,4,-1178.6759,-1089.1356
93,VAA3,Vallée d'Arce 3 (NU),OA,2022-04-01,2022,Q2-22,4,-2305.6673,-2130.513
94,VDMO,Voie des monts,OA,2022-04-01,2022,Q2-22,4,-2246.2101,-2049.4901
95,VRON,Vron ,OA,2022-04-01,2022,Q2-22,4,-1368.5456,-1268.2333
96,ZOND,Zondrange,OA,2022-04-01,2022,Q2-22,4,-1679.4744,-1538.9197
295,LACI,La Citadelle,OA,2022-04-01,2022,Q2-22,4,-2616.1421,-2421.6991
5,ART1,Artois 1,OA,2022-05-01,2022,Q2-22,5,-2463.4549,-2308.626
6,ART2,Artois 2,OA,2022-05-01,2022,Q2-22,5,-1766.5778,-1655.5479
8,AVI2,Avignonet II,OA,2022-05-01,2022,Q2-22,5,-940.22,-869.26
11,BASS,Bassigny,OA,2022-05-01,2022,Q2-22,5,-1481.1968,-1380.5329
15,BSLL,Boralex Solaire Lauragais SAS,OA,2022-05-01,2022,Q2-22,5,-636.823,-614.6969
