id,hedge_id,asset_id,projet_id,projet,technologie,type_hedge,date_debut,date_fin,date_dementelement,puissance_installée,en_planif,profil,pct_couverture,contrepartie,pays_contrepartie
225,225,225,GO30,Prospection PV Ouest - 1 -,solaire,CR,2027-03-01,2047-03-01,,5.90976,TRUE,,1,,
226,226,226,GO34,Prospection PV Ouest - 2 -,solaire,CR,2027-05-01,2047-05-01,,5.90976,TRUE,,1,,
227,227,227,GO35,Prospection PV Ouest - 3 -,solaire,CR,2027-06-01,2047-06-01,,5.90976,TRUE,,1,,
228,228,228,GO36,Prospection PV Ouest - 4 -,solaire,CR,2027-07-01,2047-07-01,,5.90976,TRUE,,1,,
229,229,229,GO37,Prospection PV Ouest - 5 -,solaire,CR,2027-10-01,2047-10-01,,5.90976,TRUE,,1,,
230,230,230,GO38,Prospection PV Ouest - 6 -,solaire,CR,2027-11-01,2047-11-01,,5.90976,TRUE,,1,,
231,231,231,S01,Prospection S 1,solaire,CR,2027-02-01,2047-02-01,,3.93984,TRUE,,1,,
232,232,232,S02,Prospection S 2,solaire,CR,2027-09-01,2047-09-01,,3.93984,TRUE,,1,,
233,233,233,S03,Prospection S 3,solaire,CR,2026-10-01,2046-10-01,,3.93984,TRUE,,1,,
234,234,234,S04,Prospection S 4,solaire,CR,2027-03-01,2047-03-01,,3.93984,TRUE,,1,,
235,235,235,S05,Prospection S 5,solaire,CR,2027-05-01,2047-05-01,,3.93984,TRUE,,1,,
236,236,236,S20,Prospection S20,solaire,CR,2027-08-01,2047-08-01,,3.93984,TRUE,,1,,
237,237,237,S21,Prospection S21,solaire,CR,2027-01-01,2047-01-01,,3.93984,TRUE,,1,,
238,238,238,S22,Prospection S22,solaire,CR,2027-05-01,2047-05-01,,4.9248,TRUE,,1,,
239,239,239,S23,Prospection S23,solaire,CR,2027-08-01,2047-08-01,,3.93984,TRUE,,1,,
240,240,240,S24,Prospection S24,solaire,CR,2028-05-01,2048-05-01,,3.93984,TRUE,,1,,
241,241,241,S25,Prospection S25,solaire,CR,2028-02-01,2048-02-01,,3.93984,TRUE,,1,,
242,242,242,S26,Prospection S26,solaire,CR,2027-10-01,2047-10-01,,3.93984,TRUE,,1,,
243,243,243,S27,Prospection S27,solaire,CR,2028-01-01,2048-01-01,,3.93984,TRUE,,1,,
244,244,244,S06,Prospection S6,solaire,CR,2027-05-01,2047-05-01,,3.93984,TRUE,,1,,
245,245,245,S07,Prospection S7,solaire,CR,2027-04-01,2047-04-01,,3.93984,TRUE,,1,,
246,246,246,S08,Prospection S8,solaire,CR,2027-02-01,2047-02-01,,3.93984,TRUE,,1,,
247,247,247,S19,Prospection S-O 11,solaire,CR,2027-09-01,2047-09-01,,3.93984,TRUE,,1,,
248,248,248,S16,Prospection S-O 7 (PV),solaire,CR,2027-06-01,2047-06-01,,3.93984,TRUE,,1,,
249,249,249,S17,Prospection S-O 8 (PV),solaire,CR,2026-09-01,2046-09-01,,4.9248,TRUE,,1,,
250,250,250,S10,Prospection S-O 9 (PV),solaire,CR,2026-07-01,2046-07-01,,4.9248,TRUE,,1,,
251,251,251,B4,Jean-Grégoire / folles,solaire,CR,2026-08-01,2046-08-01,,4.9248,TRUE,,1,,
252,252,252,B11,Prospection solaire Bdx 9,solaire,CR,2026-07-01,2046-07-01,,4.9248,TRUE,,1,,
253,253,253,B7,Prospection Solaire MPL,solaire,CR,2026-11-01,2046-11-01,,4.9248,TRUE,,1,,
254,254,254,B2,prospection solaire Nantes,solaire,CR,2026-11-01,2046-11-01,,4.9248,TRUE,,1,,
255,255,255,B10,Prospection solaire Nantes 2,solaire,CR,2026-07-01,2046-07-01,,4.9248,TRUE,,1,,
256,256,256,SE18,Prospection sud-est 10 (PV),solaire,CR,2026-12-01,2046-12-01,,4.9248,TRUE,,1,,
257,257,257,SE08,Prospection sud-est 3 (PV),solaire,CR,2026-11-01,2046-11-01,,4.9248,TRUE,,1,,
258,258,258,SE16,Prospection sud-est 8 (PV) - Le Luc / Pujaut / Villeneuve,solaire,CR,2026-11-01,2046-11-01,,2.95488,TRUE,,1,,
259,259,259,SE17,Prospection sud-est 9 (PV) - Riez / prospect ,solaire,CR,2026-06-01,2046-06-01,,2.95488,TRUE,,1,,
260,260,260,GO17,Prospection TL EOL 49/72,éolien,CR,2028-02-01,2048-02-01,,10.944,TRUE,,1,,
261,261,261,GO09,Prospection TL PV 2022,solaire,CR,2026-10-01,2046-10-01,,7.3872,TRUE,,1,,
262,262,262,GE6,Vinets,éolien,CR,2026-05-01,2046-05-01,,32,TRUE,,1,,
263,263,263,ECO6,Ostrevent (OST),éolien,CR,2026-03-01,2046-03-01,,17.622,TRUE,,1,,
264,264,264,NGE3,Repowering Chasse Marée,éolien,CR,2026-12-01,2046-12-01,,9.504,TRUE,,1,,
265,265,265,BFC07,Prospection PV BFC - 3,solaire,CR,2026-11-01,2046-11-01,,4.9248,TRUE,,1,,
266,266,266,KEI4,Repowering Mont de Bézard II,éolien,CR,2023-02-01,2043-02-01,,25.2,TRUE,,1,,
267,267,267,GO26,Repowering Pannecé,éolien,CR,2025-10-01,2045-10-01,,21.6,TRUE,,1,,
268,268,268,GO25,Repowering Plouguin,éolien,CR,2027-07-01,2047-07-01,,5.184,TRUE,,1,,
269,269,269,BFC08,Prospection PV BFC - 1,solaire,CR,2026-10-01,2046-10-01,,4.9248,TRUE,,1,,
270,270,270,BFC09,Prospection PV BFC - 2,solaire,CR,2026-11-01,2046-11-01,,4.9248,TRUE,,1,,
271,271,271,NGE8,Repowering St-André,éolien,CR,2025-05-01,2045-05-01,,14,TRUE,,1,,
272,272,272,NGE11,Repowering St-Patrick Hermin,éolien,CR,2026-12-01,2046-12-01,,11.52,TRUE,,1,,
273,273,273,BFC10,Prospection PV BFC - 4,solaire,CR,2027-03-01,2047-03-01,,4.9248,TRUE,,1,,
274,274,274,GO18,Repowering Vaux des Roques,éolien,CR,2027-01-01,2047-01-01,,9.936,TRUE,,1,,
275,275,275,SE04,La Motte (PV) ,solaire,CR,2024-10-01,2044-10-01,,7.0794,TRUE,,1,,
276,276,276,BFC11,Prospection PV BFC - 5,solaire,CR,2027-01-01,2047-01-01,,3.93984,TRUE,,1,,
277,277,277,BFC12,Prospection éolien BFC - 3,éolien,CR,2028-12-01,2048-12-01,,7.3728,TRUE,,1,,
278,278,278,BFC13,Prospection PV BFC - 3,solaire,CR,2027-05-01,2047-05-01,,3.93984,TRUE,,1,,
279,279,279,GO33,Saint-Evroult-de-Monfort,éolien,CR,2027-08-01,2047-08-01,,11.52,TRUE,,1,,
280,280,280,GO05,Prospection EOL/PV,éolien,CR,2028-12-01,2048-12-01,,7.3728,TRUE,,1,,
281,281,281,GO28,SEIDER (CRI ou HEU2),éolien,CR,2027-11-01,2047-11-01,,9.216,TRUE,,1,,
282,282,282,BFC14,Prospection éolien BFC - 4,éolien,CR,2029-06-01,2049-06-01,,7.3728,TRUE,,1,,
283,283,283,GO04,Silfiac,éolien,CR,2025-10-01,2045-10-01,,9.6,TRUE,,1,,
284,284,284,SO13,Chauvigny,solaire,CR,2026-04-01,2046-04-01,,4.9248,TRUE,,1,,
285,285,285,SO09,St Christoly de Blaye,solaire,CR,2025-01-01,2045-01-01,,4.9248,TRUE,,1,,
286,286,286,GO19,Repowering Ronchois,éolien,CR,2027-02-01,2047-02-01,,38.88,TRUE,,1,,
287,287,287,SO21,Task solaire SO 1,solaire,CR,2027-05-01,2047-05-01,,3.93984,TRUE,,1,,
288,288,288,SO22,Task solaire SO 2,solaire,CR,2027-08-01,2047-08-01,,3.93984,TRUE,,1,,
289,289,289,SO14,Bruyeres - Glenic,éolien,CR,2026-11-01,2046-11-01,,12,TRUE,,1,,
290,290,290,GO10,Repowering Grand-Camp ,éolien,CR,2025-03-01,2045-03-01,,9.6,TRUE,,1,,
291,291,291,BFC15,Prospection PV BFC - 6,solaire,CR,2027-09-01,2047-09-01,,3.93984,TRUE,,1,,
292,292,292,NGE9,Repowering St-Patrick Valhuon,éolien,CR,2027-04-01,2047-04-01,,22.464,TRUE,,1,,
293,293,293,NGE19,XLCB 2,éolien,CR,2027-08-01,2047-08-01,,7.128,TRUE,,1,,
294,294,168,SE19,Pézènes-les-Mines,solaire,PPA,2024-01-01,2043-12-31,,16,TRUE,,1,Metro,France
295,295,41,LACI,La citadelle,éolien,OA,2007-07-15,2022-07-14,2026-06-30,13.8,FALSE,As produced,1,,
296,296,41,LACI,La Citadelle,éolien,PPA,2023-01-01,2023-12-31,2026-06-30,13.8,FALSE,As produced,0.5,IBM,France
297,297,41,LACI,La Citadelle,éolien,PPA,2023-01-01,2023-12-31,2026-06-30,13.8,FALSE,As produced,0.5,IBM,France
298,300,84,SPH,St Patrick Hermin,éolien,PPA,2022-10-01,2022-12-31,,11.5,FALSE,As produced,0.7,Axpo,France
299,301,84,SPH,St Patrick Hermin,éolien,PPA,2023-01-01,2023-12-31,,11.5,FALSE,As produced,0.7,Axpo,France
300,302,84,SPH,St Patrick Hermin,éolien,PPA,2024-01-01,2024-12-31,,11.5,FALSE,As produced,0.6,Axpo,France
301,303,85,SPP1,St Patrick Pernois 1,éolien,PPA,2022-10-01,2022-12-31,,9.2,FALSE,As produced,0.7,Axpo,France
302,304,85,SPP1,St Patrick Pernois 1,éolien,PPA,2023-01-01,2023-12-31,,9.2,FALSE,As produced,0.7,Axpo,France
303,305,85,SPP1,St Patrick Pernois 1,éolien,PPA,2024-01-01,2024-12-31,,9.2,FALSE,As produced,0.6,Axpo,France
304,306,86,SPP2,St Patrick Pernois 2,éolien,PPA,2022-10-01,2022-12-31,,9.2,FALSE,As produced,0.7,Axpo,France
305,307,86,SPP2,St Patrick Pernois 2,éolien,PPA,2023-01-01,2023-12-31,,9.2,FALSE,As produced,0.7,Axpo,France
306,308,86,SPP2,St Patrick Pernois 2,éolien,PPA,2024-01-01,2024-12-31,,9.2,FALSE,As produced,0.6,Axpo,France
307,309,87,SPP3,St Patrick Pernois 3,éolien,PPA,2022-10-01,2022-12-31,,4.6,FALSE,As produced,0.7,Axpo,France
308,310,87,SPP3,St Patrick Pernois 3,éolien,PPA,2023-01-01,2023-12-31,,4.6,FALSE,As produced,0.7,Axpo,France
309,311,87,SPP3,St Patrick Pernois 3,éolien,PPA,2024-01-01,2024-12-31,,4.6,FALSE,As produced,0.6,Axpo,France
310,312,8,AVI2,Avignonet II,éolien,PPA,2022-10-01,2022-12-31,,4.6,FALSE,As produced,0.7,Axpo,France
311,313,8,AVI2,Avignonet II,éolien,PPA,2023-01-01,2023-12-31,,4.6,FALSE,As produced,0.7,Axpo,France
312,314,18,CHL2,Cham Longe II,éolien,PPA,2022-10-01,2022-12-31,,4.6,FALSE,As produced,0.7,Axpo,France
313,315,18,CHL2,Cham Longe II,éolien,PPA,2023-01-01,2023-12-31,,4.6,FALSE,As produced,0.7,Axpo,France
314,316,18,CHL2,Cham Longe II,éolien,PPA,2024-01-01,2024-12-31,,4.6,FALSE,As produced,0.6,Axpo,France
315,317,20,CHAR,Charmoy,éolien,PPA,2022-10-01,2022-12-31,,10,FALSE,As produced,0.7,Axpo,France
316,318,20,CHAR,Charmoy,éolien,PPA,2023-01-01,2023-12-31,,10,FALSE,As produced,0.7,Axpo,France
317,319,20,CHAR,Charmoy,éolien,PPA,2024-01-01,2024-12-31,,10,FALSE,As produced,0.6,Axpo,France
318,320,47,LCLE,Les Clérimois,éolien,PPA,2022-10-01,2022-12-31,,8,FALSE,As produced,0.7,Axpo,France
319,321,47,LCLE,Les Clérimois,éolien,PPA,2023-01-01,2023-12-31,,8,FALSE,As produced,0.7,Axpo,France
320,322,47,LCLE,Les Clérimois,éolien,PPA,2024-01-01,2024-12-31,,8,FALSE,As produced,0.6,Axpo,France
321,323,27,COCL,Coulonges (CL),éolien,PPA,2022-10-01,2022-12-31,,12,FALSE,As produced,0.7,Axpo,France
322,324,27,COCL,Coulonges (CL),éolien,PPA,2023-01-01,2023-12-31,,12,FALSE,As produced,0.7,Axpo,France
323,325,27,COCL,Coulonges (CL),éolien,PPA,2024-01-01,2024-12-31,,12,FALSE,As produced,0.6,Axpo,France
324,326,28,COCP,Coulonges (CP),éolien,PPA,2022-10-01,2022-12-31,,12,FALSE,As produced,0.7,Axpo,France
325,327,28,COCP,Coulonges (CP),éolien,PPA,2023-01-01,2023-12-31,,12,FALSE,As produced,0.7,Axpo,France
326,328,28,COCP,Coulonges (CP),éolien,PPA,2024-01-01,2024-12-31,,12,FALSE,As produced,0.6,Axpo,France
327,329,29,CONT,Coulonges (NT),éolien,PPA,2022-10-01,2022-12-31,,12,FALSE,As produced,0.7,Axpo,France
328,330,29,CONT,Coulonges (NT),éolien,PPA,2023-01-01,2023-12-31,,12,FALSE,As produced,0.7,Axpo,France
329,331,29,CONT,Coulonges (NT),éolien,PPA,2024-01-01,2024-12-31,,12,FALSE,As produced,0.6,Axpo,France
330,332,44,LGCA,Le Grand Camp,éolien,PPA,2022-10-01,2022-12-31,,10,FALSE,As produced,0.7,Axpo,France
331,333,44,LGCA,Le Grand Camp,éolien,PPA,2023-01-01,2023-12-31,,10,FALSE,As produced,0.7,Axpo,France
332,334,44,LGCA,Le Grand Camp,éolien,PPA,2024-01-01,2024-12-31,,10,FALSE,As produced,0.6,Axpo,France
333,335,37,HDC1,Haut de Conge 1,éolien,PPA,2022-10-01,2022-12-31,,9.3,FALSE,As produced,0.7,Axpo,France
334,336,37,HDC1,Haut de Conge 1,éolien,PPA,2023-01-01,2023-12-31,,9.3,FALSE,As produced,0.7,Axpo,France
335,337,37,HDC1,Haut de Conge 1,éolien,PPA,2024-01-01,2024-12-31,,9.3,FALSE,As produced,0.6,Axpo,France
336,338,38,HDC2,Haut de Conge 2,éolien,PPA,2022-10-01,2022-12-31,,9.3,FALSE,As produced,0.7,Axpo,France
337,339,38,HDC2,Haut de Conge 2,éolien,PPA,2023-01-01,2023-12-31,,9.3,FALSE,As produced,0.7,Axpo,France
338,340,38,HDC2,Haut de Conge 2,éolien,PPA,2024-01-01,2024-12-31,,9.3,FALSE,As produced,0.6,Axpo,France
339,341,39,HDC3,Haut de Conge 3,éolien,PPA,2022-10-01,2022-12-31,,9.3,FALSE,As produced,0.7,Axpo,France
340,342,39,HDC3,Haut de Conge 3,éolien,PPA,2023-01-01,2023-12-31,,9.3,FALSE,As produced,0.7,Axpo,France
341,343,39,HDC3,Haut de Conge 3,éolien,PPA,2024-01-01,2024-12-31,,9.3,FALSE,As produced,0.6,Axpo,France
342,344,48,LEPA,Les Eparmonts,éolien,PPA,2022-10-01,2022-12-31,,12,FALSE,As produced,0.7,Axpo,France
343,345,48,LEPA,Les Eparmonts,éolien,PPA,2023-01-01,2023-12-31,,12,FALSE,As produced,0.7,Axpo,France
344,346,76,SDI1,SdlL1,éolien,PPA,2022-10-01,2022-12-31,,13,FALSE,As produced,0.7,Axpo,France
345,347,76,SDI1,SdlL1,éolien,PPA,2023-01-01,2023-12-31,,13,FALSE,As produced,0.7,Axpo,France
346,348,76,SDI1,SdlL1,éolien,PPA,2024-01-01,2024-12-31,,13,FALSE,As produced,0.6,Axpo,France
347,349,77,SDI2,SdlL2,éolien,PPA,2022-10-01,2022-12-31,,13,FALSE,As produced,0.7,Axpo,France
348,350,77,SDI2,SdlL2,éolien,PPA,2023-01-01,2023-12-31,,13,FALSE,As produced,0.7,Axpo,France
349,351,77,SDI2,SdlL2,éolien,PPA,2024-01-01,2024-12-31,,13,FALSE,As produced,0.6,Axpo,France
350,352,49,LMDB,Les Moulins de Boulay,éolien,PPA,2022-10-01,2022-12-31,,10,FALSE,As produced,0.7,Axpo,France
351,353,74,STAN,Saint André,éolien,PPA,2022-10-01,2022-12-31,,11.5,FALSE,As produced,0.7,Axpo,France
352,354,74,STAN,Saint André,éolien,PPA,2023-01-01,2023-12-31,,11.5,FALSE,As produced,0.7,Axpo,France
353,355,11,BASS,Bassigny,éolien,PPA,2022-10-01,2022-12-31,,12,FALSE,As produced,0.7,Axpo,France
354,356,11,BASS,Bassigny,éolien,PPA,2023-01-01,2023-12-31,,12,FALSE,As produced,0.7,Axpo,France
355,357,64,PLAN,Plateau de Langres,éolien,PPA,2022-10-01,2022-12-31,,12,FALSE,As produced,0.7,Axpo,France
356,358,64,PLAN,Plateau de Langres,éolien,PPA,2023-01-01,2023-12-31,,12,FALSE,As produced,0.7,Axpo,France
357,359,64,PLAN,Plateau de Langres,éolien,PPA,2024-01-01,2024-12-31,,12,FALSE,As produced,0.6,Axpo,France
358,360,91,VAA1,Vallée d'Arce 1 (DR),éolien,PPA,2022-10-01,2022-12-31,,13,FALSE,As produced,0.7,Axpo,France
359,361,91,VAA1,Vallée d'Arce 1 (DR),éolien,PPA,2023-01-01,2023-12-31,,13,FALSE,As produced,0.7,Axpo,France
360,362,91,VAA1,Vallée d'Arce 1 (DR),éolien,PPA,2024-01-01,2024-12-31,,13,FALSE,As produced,0.6,Axpo,France
361,363,92,VAA2,Vallée d'Arce 2 (NY),éolien,PPA,2022-10-01,2022-12-31,,13,FALSE,As produced,0.7,Axpo,France
362,364,92,VAA2,Vallée d'Arce 2 (NY),éolien,PPA,2023-01-01,2023-12-31,,13,FALSE,As produced,0.7,Axpo,France
363,365,92,VAA2,Vallée d'Arce 2 (NY),éolien,PPA,2024-01-01,2024-12-31,,13,FALSE,As produced,0.6,Axpo,France
364,366,93,VAA3,Vallée d'Arce 3 (NU),éolien,PPA,2022-10-01,2022-12-31,,13,FALSE,As produced,0.7,Axpo,France
365,367,93,VAA3,Vallée d'Arce 3 (NU),éolien,PPA,2023-01-01,2023-12-31,,13,FALSE,As produced,0.7,Axpo,France
366,368,93,VAA3,Vallée d'Arce 3 (NU),éolien,PPA,2024-01-01,2024-12-31,,13,FALSE,As produced,0.6,Axpo,France
367,369,21,CHMA,Chasse Marée,éolien,PPA,2022-10-01,2022-12-31,,9.2,FALSE,As produced,0.7,Axpo,France
368,370,21,CHMA,Chasse Marée,éolien,PPA,2023-01-01,2023-12-31,,9.2,FALSE,As produced,0.7,Axpo,France
369,371,21,CHMA,Chasse Marée,éolien,PPA,2024-01-01,2024-12-31,,9.2,FALSE,As produced,0.6,Axpo,France
370,372,24,COCO,Coat Conval,éolien,PPA,2022-10-01,2022-12-31,,8.1,FALSE,As produced,0.7,Axpo,France
371,373,24,COCO,Coat Conval,éolien,PPA,2023-01-01,2023-12-31,,8.1,FALSE,As produced,0.7,Axpo,France
372,374,32,FIER,Fierville,éolien,PPA,2022-10-01,2022-12-31,,8,FALSE,As produced,0.7,Axpo,France
373,375,32,FIER,Fierville,éolien,PPA,2023-01-01,2023-12-31,,8,FALSE,As produced,0.7,Axpo,France
374,376,32,FIER,Fierville,éolien,PPA,2024-01-01,2024-12-31,,8,FALSE,As produced,0.6,Axpo,France
375,377,46,LEAG,Leign ar Gasprenn,éolien,PPA,2022-10-01,2022-12-31,,8,FALSE,As produced,0.7,Axpo,France
376,378,46,LEAG,Leign ar Gasprenn,éolien,PPA,2023-01-01,2023-12-31,,8,FALSE,As produced,0.7,Axpo,France
377,379,58,PANN,Pannecé (BS),éolien,PPA,2022-10-01,2022-12-31,,10,FALSE,As produced,0.7,Axpo,France
378,380,58,PANN,Pannecé (BS),éolien,PPA,2023-01-01,2023-12-31,,10,FALSE,As produced,0.7,Axpo,France
379,381,58,PANN,Pannecé (BS),éolien,PPA,2024-01-01,2024-12-31,,10,FALSE,As produced,0.6,Axpo,France
380,382,59,PANV,Pannecé La Vallière,éolien,PPA,2022-10-01,2022-12-31,,8,FALSE,As produced,0.7,Axpo,France
381,383,59,PANV,Pannecé La Vallière,éolien,PPA,2023-01-01,2023-12-31,,8,FALSE,As produced,0.7,Axpo,France
382,384,59,PANV,Pannecé La Vallière,éolien,PPA,2024-01-01,2024-12-31,,8,FALSE,As produced,0.6,Axpo,France
383,385,71,RON1,Ronchois 1,éolien,PPA,2022-10-01,2022-12-31,,11.6,FALSE,As produced,0.7,Axpo,France
384,386,71,RON1,Ronchois 1,éolien,PPA,2023-01-01,2023-12-31,,11.6,FALSE,As produced,0.7,Axpo,France
385,387,71,RON1,Ronchois 1,éolien,PPA,2024-01-01,2024-12-31,,11.6,FALSE,As produced,0.6,Axpo,France
386,388,72,RON2,Ronchois 2,éolien,PPA,2022-10-01,2022-12-31,,5.77,FALSE,As produced,0.7,Axpo,France
387,389,72,RON2,Ronchois 2,éolien,PPA,2023-01-01,2023-12-31,,5.77,FALSE,As produced,0.7,Axpo,France
388,390,72,RON2,Ronchois 2,éolien,PPA,2024-01-01,2024-12-31,,5.77,FALSE,As produced,0.6,Axpo,France
389,391,73,RON3,Ronchois 3,éolien,PPA,2022-10-01,2022-12-31,,11.2,FALSE,As produced,0.7,Axpo,France
390,392,73,RON3,Ronchois 3,éolien,PPA,2023-01-01,2023-12-31,,11.2,FALSE,As produced,0.7,Axpo,France
391,393,73,RON3,Ronchois 3,éolien,PPA,2024-01-01,2024-12-31,,11.2,FALSE,As produced,0.6,Axpo,France
