id,asset_id,projet_id,projet,technologie,cod,mw,taux_succès,puissance_installée,eoh,date_merchant,date_dementelement,repowering,date_msi,en_planif,p50,p90
151,151,N10,Le Moulin d'Hestrus (LMH-62),éolien,2025-12-01 00:00:00,12,0.8,9.6,,2045-12-01 00:00:00,,,2025-12-01 00:00:00,TRUE,21024,16819.2
152,152,AURA17,Saint-Cernin,éolien,2029-05-01 00:00:00,15,0.72,10.8,,2049-05-01 00:00:00,,,2029-05-01 00:00:00,TRUE,23652,18921.6
153,153,ECO4,Mont de Bagny II (XMB),éolien,2024-11-01 00:00:00,15,0.89,13.35,,2044-11-01 00:00:00,,,2024-11-01 00:00:00,TRUE,29236.5,23389.2
154,154,GO22,Les Moulins du Lohan ,éolien,2023-05-01 00:00:00,64.6,1,64.6,,2043-05-01 00:00:00,,,2023-05-01 00:00:00,TRUE,141474,113179.2
155,155,SE07,Mazagran,solaire,2024-09-01 00:00:00,106,0.7695,81.567,,2044-09-01 00:00:00,,,2024-09-01 00:00:00,TRUE,107179.038,92888.4996
156,156,S12,Mas Saintes-Puelles,solaire,2026-01-01 00:00:00,10,0.6156,6.156,,2046-01-01 00:00:00,,,2026-01-01 00:00:00,TRUE,8088.984,7010.4528
157,157,SE11,Cruis,solaire,2024-12-01 00:00:00,14.81,0.855,12.66255,,2044-12-01 00:00:00,,,2024-12-01 00:00:00,TRUE,16638.5907,14420.11194
158,158,ECO9,Seuil du Cambrésis (RIB2),éolien,2024-12-01 00:00:00,19.8,0.599,11.8602,,2044-12-01 00:00:00,,,2024-12-01 00:00:00,TRUE,25973.838,20779.0704
159,159,EC1,Frégicourt (COM),éolien,2025-02-01 00:00:00,16,0.8,12.8,,2045-02-01 00:00:00,,,2025-02-01 00:00:00,TRUE,28032,22425.6
160,160,S11,Miremont,solaire,2027-03-01 00:00:00,10,0.7695,7.695,,2047-03-01 00:00:00,,,2027-03-01 00:00:00,TRUE,10111.23,8763.066
161,161,GE3,Vallée de l'Arce Extension,éolien,2024-11-01 00:00:00,36,0.8,28.8,,2044-11-01 00:00:00,,,2024-11-01 00:00:00,TRUE,63072,50457.6
162,162,SE10,Montagne d'Aureille,éolien,2027-12-01 00:00:00,18,0.8,14.4,,2047-12-01 00:00:00,,,2027-12-01 00:00:00,TRUE,31536,25228.8
163,163,AURA22,Chazottes / Rageade,éolien,2024-11-01 00:00:00,32,0.8,25.6,,2044-11-01 00:00:00,,,2024-11-01 00:00:00,TRUE,56064,44851.2
164,164,NGE7,Neuvilly-Briastre,éolien,2026-09-01 00:00:00,16,0.72,11.52,,2046-09-01 00:00:00,,,2026-09-01 00:00:00,TRUE,25228.8,20183.04
165,165,GO13,Bois Désiré,éolien,2025-02-01 00:00:00,10,0.89,8.9,,2045-02-01 00:00:00,,,2025-02-01 00:00:00,TRUE,19491,15592.8
166,166,N4,Ouest Château-Thierry (OCT)*,éolien,2027-01-01 00:00:00,20.7,0.89,18.423,,2047-01-01 00:00:00,,,2027-01-01 00:00:00,TRUE,40346.37,32277.096
167,167,N8,Ouest Vron (OVron),éolien,2025-08-01 00:00:00,33.6,0.8,26.88,,2045-08-01 00:00:00,,,2025-08-01 00:00:00,TRUE,58867.2,47093.76
168,168,SE19,Pézènes-les-Mines,solaire,2023-03-01 00:00:00,16,1,16,,2043-03-01 00:00:00,,,2023-03-01 00:00:00,TRUE,21024,18220.8
169,169,B6,Plaisance,solaire,2026-01-01 00:00:00,20,0.6156,12.312,,2046-01-01 00:00:00,,,2026-01-01 00:00:00,TRUE,16177.968,14020.9056
170,170,AURA24,Mercoeur,éolien,2025-02-01 00:00:00,35.2,0.89,31.328,,2045-02-01 00:00:00,,,2025-02-01 00:00:00,TRUE,68608.32,54886.656
171,171,N3,Fontaine-lès-Boulans (FLB),éolien,2025-04-01 00:00:00,20.7,0.89,18.423,,2045-04-01 00:00:00,,,2025-04-01 00:00:00,TRUE,40346.37,32277.096
172,172,AURA26,Astet (La Verrerie),éolien,2027-10-01 00:00:00,20,0.72,14.4,,2047-10-01 00:00:00,,,2027-10-01 00:00:00,TRUE,31536,25228.8
173,173,AURA27,Lespéron (La Fayette),éolien,2027-08-01 00:00:00,20,0.72,14.4,,2047-08-01 00:00:00,,,2027-08-01 00:00:00,TRUE,31536,25228.8
174,174,GO16,Préveranges,éolien,2023-03-01 00:00:00,12,1,12,,2043-03-01 00:00:00,,,2023-03-01 00:00:00,TRUE,26280,21024
175,175,SO18,Chantillac,solaire,2026-04-01 00:00:00,25,0.6156,15.39,,2046-04-01 00:00:00,,,2026-04-01 00:00:00,TRUE,20222.46,17526.132
176,176,SO19,Prospection AK 2,solaire,2026-12-01 00:00:00,10,0.49248,4.9248,,2046-12-01 00:00:00,,,2026-12-01 00:00:00,TRUE,6471.1872,5608.36224
177,177,SO20,Prospection AK 3,solaire,2027-05-01 00:00:00,10,0.39398,3.93984,,2047-05-01 00:00:00,,,2027-05-01 00:00:00,TRUE,5176.8972,4486.64424
178,178,SO28,Prospection AK 4,solaire,2027-08-01 00:00:00,10,0.39398,3.93984,,2047-08-01 00:00:00,,,2027-08-01 00:00:00,TRUE,5176.8972,4486.64424
179,179,SO29,Prospection AK 5,solaire,2027-02-01 00:00:00,10,0.39398,3.93984,,2047-02-01 00:00:00,,,2027-02-01 00:00:00,TRUE,5176.8972,4486.64424
180,180,GO29,Prospection EOL GO 2022,éolien,2028-07-01 00:00:00,20,0.576,11.52,,2048-07-01 00:00:00,,,2028-07-01 00:00:00,TRUE,25228.8,20183.04
181,181,GO07,Prospection EOL Ouest 2022/2023 - 1 -,éolien,2028-12-01 00:00:00,16,0.4608,7.3728,,2048-12-01 00:00:00,,,2028-12-01 00:00:00,TRUE,16146.432,12917.1456
182,182,GO24,Prospection EOL Ouest 2022/2023 - 2 -,éolien,2028-10-01 00:00:00,16,0.576,9.216,,2048-10-01 00:00:00,,,2028-10-01 00:00:00,TRUE,20183.04,16146.432
183,183,GO39,Prospection EOL Ouest 2022/2023 - 3 -,éolien,2029-03-01 00:00:00,16,0.4608,7.3728,,2049-03-01 00:00:00,,,2029-03-01 00:00:00,TRUE,16146.432,12917.1456
184,184,GO40,Prospection EOL Ouest 2022/2023 - 4 -,éolien,2029-06-01 00:00:00,16,0.4608,7.3728,,2049-06-01 00:00:00,,,2029-06-01 00:00:00,TRUE,16146.432,12917.1456
185,185,AURA29,Prospection PV MC - 1,solaire,2026-05-01 00:00:00,10,0.6156,6.156,,2046-05-01 00:00:00,,,2026-05-01 00:00:00,TRUE,8088.984,7010.4528
186,186,SO15,prospection éolien Bdx,éolien,2028-11-01 00:00:00,16,0.576,9.216,,2048-11-01 00:00:00,,,2028-11-01 00:00:00,TRUE,20183.04,16146.432
187,187,B9,Prospection Eolien Bdx 8,éolien,2028-07-01 00:00:00,16,0.576,9.216,,2048-07-01 00:00:00,,,2028-07-01 00:00:00,TRUE,20183.04,16146.432
188,188,AURA31,Orléat,solaire,2025-12-01 00:00:00,20,0.6156,12.312,,2045-12-01 00:00:00,,,2025-12-01 00:00:00,TRUE,16177.968,14020.9056
189,189,AURA34,Repowering La Citadelle,éolien,2026-12-01 00:00:00,15.8,0.72,11.376,,2046-12-01 00:00:00,,,2026-12-01 00:00:00,TRUE,24913.44,19930.752
190,190,AURA35,Repowering Ally Mercoeur,éolien,2026-08-01 00:00:00,100.8,0.72,72.576,,2046-08-01 00:00:00,,,2026-08-01 00:00:00,TRUE,158941.44,127153.152
191,191,AURA36,Repowering Sources de la Loire,éolien,2027-12-01 00:00:00,24,0.72,17.28,,2047-12-01 00:00:00,,,2027-12-01 00:00:00,TRUE,37843.2,30274.56
192,192,AURA38,Montilly,solaire,2026-01-01 00:00:00,10,0.6156,6.156,,2046-01-01 00:00:00,,,2026-01-01 00:00:00,TRUE,8088.984,7010.4528
193,193,AURA39,Prospection PV AURA - 6,solaire,2026-11-01 00:00:00,10,0.49248,4.9248,,2046-11-01 00:00:00,,,2026-11-01 00:00:00,TRUE,6471.1872,5608.36224
194,194,B8,Prospection éolien MPL,éolien,2029-07-01 00:00:00,16,0.576,9.216,,2049-07-01 00:00:00,,,2029-07-01 00:00:00,TRUE,20183.04,16146.432
195,195,NGE10,Prospection NGE 10,éolien,2029-03-01 00:00:00,16,0.4608,7.3728,,2049-03-01 00:00:00,,,2029-03-01 00:00:00,TRUE,16146.432,12917.1456
196,196,NGE12,Prospection NGE 12 (PV),solaire,2027-01-01 00:00:00,10,0.39398,3.93984,,2047-01-01 00:00:00,,,2027-01-01 00:00:00,TRUE,5176.8972,4486.64424
197,197,NGE13,Prospection NGE 13,éolien,2026-11-01 00:00:00,16,0.599,9.584,,2046-11-01 00:00:00,,,2026-11-01 00:00:00,TRUE,20988.96,16791.168
198,198,NGE14,Prospection NGE 14 (PV),solaire,2026-08-01 00:00:00,10,0.49248,4.9248,,2046-08-01 00:00:00,,,2026-08-01 00:00:00,TRUE,6471.1872,5608.36224
199,199,NGE15,Prospection NGE 15 (PV),solaire,2026-10-01 00:00:00,10,0.49248,4.9248,,2046-10-01 00:00:00,,,2026-10-01 00:00:00,TRUE,6471.1872,5608.36224
200,200,NGE16,Prospection NGE 16 (PV),solaire,2026-12-01 00:00:00,10,0.49248,4.9248,,2046-12-01 00:00:00,,,2026-12-01 00:00:00,TRUE,6471.1872,5608.36224
201,201,NGE17,Prospection NGE 17 (PV),solaire,2027-01-01 00:00:00,10,0.49248,4.9248,,2047-01-01 00:00:00,,,2027-01-01 00:00:00,TRUE,6471.1872,5608.36224
202,202,NGE18,Prospection NGE 18,éolien,2028-08-01 00:00:00,16,0.576,9.216,,2048-08-01 00:00:00,,,2028-08-01 00:00:00,TRUE,20183.04,16146.432
203,203,NGE2,Prospection NGE 2 (PV),solaire,2026-09-01 00:00:00,10,0.49248,4.9248,,2046-09-01 00:00:00,,,2026-09-01 00:00:00,TRUE,6471.1872,5608.36224
204,204,NGE22,Prospection NGE 22 (PV),solaire,2027-06-01 00:00:00,10,0.39398,3.93984,,2047-06-01 00:00:00,,,2027-06-01 00:00:00,TRUE,5176.8972,4486.64424
205,205,NGE23,Prospection NGE 23 (PV),solaire,2027-06-01 00:00:00,10,0.39398,3.93984,,2047-06-01 00:00:00,,,2027-06-01 00:00:00,TRUE,5176.8972,4486.64424
206,206,NGE4,Prospection NGE 4 (PV),solaire,2027-02-01 00:00:00,10,0.39398,3.93984,,2047-02-01 00:00:00,,,2027-02-01 00:00:00,TRUE,5176.8972,4486.64424
207,207,NGE5,Prospection NGE 5,éolien,2028-04-01 00:00:00,16,0.576,9.216,,2048-04-01 00:00:00,,,2028-04-01 00:00:00,TRUE,20183.04,16146.432
208,208,NGE20,Prospection NGE20,éolien,2029-03-01 00:00:00,16,0.4608,7.3728,,2049-03-01 00:00:00,,,2029-03-01 00:00:00,TRUE,16146.432,12917.1456
209,209,NGE21,Prospection NGE21,éolien,2029-03-01 00:00:00,16,0.4608,7.3728,,2049-03-01 00:00:00,,,2029-03-01 00:00:00,TRUE,16146.432,12917.1456
210,210,GO06,Prospection PV 2022 (Igoville Commune),solaire,2026-07-01 00:00:00,15,0.49248,7.3872,,2046-07-01 00:00:00,,,2026-07-01 00:00:00,TRUE,9706.7808,8412.54336
211,211,AURA40,Prospection PV MC - 2,solaire,2027-02-01 00:00:00,10,0.39398,3.93984,,2047-02-01 00:00:00,,,2027-02-01 00:00:00,TRUE,5176.8972,4486.64424
212,212,AURA43,Prospection éolien AURA - 1,éolien,2028-12-01 00:00:00,16,0.576,9.216,,2048-12-01 00:00:00,,,2028-12-01 00:00:00,TRUE,20183.04,16146.432
213,213,AURA44,Prospection éolien MC - 2,éolien,2028-10-01 00:00:00,16,0.576,9.216,,2048-10-01 00:00:00,,,2028-10-01 00:00:00,TRUE,20183.04,16146.432
214,214,AURA45,Prospection PV MC - 4,solaire,2026-11-01 00:00:00,10,0.49248,4.9248,,2046-11-01 00:00:00,,,2026-11-01 00:00:00,TRUE,6471.1872,5608.36224
215,215,AURA46,Prospection éolien MC - 3,éolien,2028-07-01 00:00:00,16,0.576,9.216,,2048-07-01 00:00:00,,,2028-07-01 00:00:00,TRUE,20183.04,16146.432
216,216,AURA47,Agri-PV AURA -1,solaire,2026-12-01 00:00:00,3,0.49248,1.47744,,2046-12-01 00:00:00,,,2026-12-01 00:00:00,TRUE,1941.35616,1682.50867
217,217,AURA48,Agri-PV AURA -2,solaire,2027-05-01 00:00:00,3,0.39398,1.18195,,2047-05-01 00:00:00,,,2027-05-01 00:00:00,TRUE,1553.06916,1345.99327
218,218,BFC01,Clérimois II,éolien,2027-06-01 00:00:00,24,0.72,17.28,,2047-06-01 00:00:00,,,2027-06-01 00:00:00,TRUE,37843.2,30274.56
219,219,BFC02,Prospection éolien BFC - 1,éolien,2028-09-01 00:00:00,16,0.576,9.216,,2048-09-01 00:00:00,,,2028-09-01 00:00:00,TRUE,20183.04,16146.432
220,220,GO12,Prospection PV GO 2022 - 3 - ,solaire,2027-01-01 00:00:00,15,0.49248,7.3872,,2047-01-01 00:00:00,,,2027-01-01 00:00:00,TRUE,9706.7808,8412.54336
221,221,BFC03,Gurgy (Nouzeau),solaire,2025-07-01 00:00:00,25,0.6156,15.39,,2045-07-01 00:00:00,,,2025-07-01 00:00:00,TRUE,20222.46,17526.132
222,222,BFC04,Rosoy (Plaine de Nange),solaire,2024-03-01 00:00:00,28,0.7695,21.546,,2044-03-01 00:00:00,,,2024-03-01 00:00:00,TRUE,28311.444,24536.5848
223,223,BFC05,Villemanoche CEMEX (La Herse),solaire,2025-04-01 00:00:00,30,0.6156,18.468,,2045-04-01 00:00:00,,,2025-04-01 00:00:00,TRUE,24266.952,21031.3584
224,224,BFC06,Prospection éolien BFC - 2,éolien,2028-06-01 00:00:00,16,0.576,9.216,,2048-06-01 00:00:00,,,2028-06-01 00:00:00,TRUE,20183.04,16146.432
225,225,GO30,Prospection PV Ouest - 1 -,solaire,2027-03-01 00:00:00,15,0.39398,5.90976,,2047-03-01 00:00:00,,,2027-03-01 00:00:00,TRUE,7765.3458,6729.96636
226,226,GO34,Prospection PV Ouest - 2 -,solaire,2027-05-01 00:00:00,15,0.39398,5.90976,,2047-05-01 00:00:00,,,2027-05-01 00:00:00,TRUE,7765.3458,6729.96636
227,227,GO35,Prospection PV Ouest - 3 -,solaire,2027-06-01 00:00:00,15,0.39398,5.90976,,2047-06-01 00:00:00,,,2027-06-01 00:00:00,TRUE,7765.3458,6729.96636
228,228,GO36,Prospection PV Ouest - 4 -,solaire,2027-07-01 00:00:00,15,0.39398,5.90976,,2047-07-01 00:00:00,,,2027-07-01 00:00:00,TRUE,7765.3458,6729.96636
229,229,GO37,Prospection PV Ouest - 5 -,solaire,2027-10-01 00:00:00,15,0.39398,5.90976,,2047-10-01 00:00:00,,,2027-10-01 00:00:00,TRUE,7765.3458,6729.96636
230,230,GO38,Prospection PV Ouest - 6 -,solaire,2027-11-01 00:00:00,15,0.39398,5.90976,,2047-11-01 00:00:00,,,2027-11-01 00:00:00,TRUE,7765.3458,6729.96636
231,231,S01,Prospection S 1,solaire,2027-02-01 00:00:00,10,0.39398,3.93984,,2047-02-01 00:00:00,,,2027-02-01 00:00:00,TRUE,5176.8972,4486.64424
232,232,S02,Prospection S 2,solaire,2027-09-01 00:00:00,10,0.39398,3.93984,,2047-09-01 00:00:00,,,2027-09-01 00:00:00,TRUE,5176.8972,4486.64424
233,233,S03,Prospection S 3,solaire,2026-10-01 00:00:00,10,0.39398,3.93984,,2046-10-01 00:00:00,,,2026-10-01 00:00:00,TRUE,5176.8972,4486.64424
234,234,S04,Prospection S 4,solaire,2027-03-01 00:00:00,10,0.39398,3.93984,,2047-03-01 00:00:00,,,2027-03-01 00:00:00,TRUE,5176.8972,4486.64424
235,235,S05,Prospection S 5,solaire,2027-05-01 00:00:00,10,0.39398,3.93984,,2047-05-01 00:00:00,,,2027-05-01 00:00:00,TRUE,5176.8972,4486.64424
236,236,S20,Prospection S20,solaire,2027-08-01 00:00:00,10,0.39398,3.93984,,2047-08-01 00:00:00,,,2027-08-01 00:00:00,TRUE,5176.8972,4486.64424
237,237,S21,Prospection S21,solaire,2027-01-01 00:00:00,10,0.39398,3.93984,,2047-01-01 00:00:00,,,2027-01-01 00:00:00,TRUE,5176.8972,4486.64424
238,238,S22,Prospection S22,solaire,2027-05-01 00:00:00,10,0.49248,4.9248,,2047-05-01 00:00:00,,,2027-05-01 00:00:00,TRUE,6471.1872,5608.36224
239,239,S23,Prospection S23,solaire,2027-08-01 00:00:00,10,0.39398,3.93984,,2047-08-01 00:00:00,,,2027-08-01 00:00:00,TRUE,5176.8972,4486.64424
240,240,S24,Prospection S24,solaire,2028-05-01 00:00:00,10,0.39398,3.93984,,2048-05-01 00:00:00,,,2028-05-01 00:00:00,TRUE,5176.8972,4486.64424
241,241,S25,Prospection S25,solaire,2028-02-01 00:00:00,10,0.39398,3.93984,,2048-02-01 00:00:00,,,2028-02-01 00:00:00,TRUE,5176.8972,4486.64424
242,242,S26,Prospection S26,solaire,2027-10-01 00:00:00,10,0.39398,3.93984,,2047-10-01 00:00:00,,,2027-10-01 00:00:00,TRUE,5176.8972,4486.64424
243,243,S27,Prospection S27,solaire,2028-01-01 00:00:00,10,0.39398,3.93984,,2048-01-01 00:00:00,,,2028-01-01 00:00:00,TRUE,5176.8972,4486.64424
244,244,S06,Prospection S6,solaire,2027-05-01 00:00:00,10,0.39398,3.93984,,2047-05-01 00:00:00,,,2027-05-01 00:00:00,TRUE,5176.8972,4486.64424
245,245,S07,Prospection S7,solaire,2027-04-01 00:00:00,10,0.39398,3.93984,,2047-04-01 00:00:00,,,2027-04-01 00:00:00,TRUE,5176.8972,4486.64424
246,246,S08,Prospection S8,solaire,2027-02-01 00:00:00,10,0.39398,3.93984,,2047-02-01 00:00:00,,,2027-02-01 00:00:00,TRUE,5176.8972,4486.64424
247,247,S19,Prospection S-O 11,solaire,2027-09-01 00:00:00,10,0.39398,3.93984,,2047-09-01 00:00:00,,,2027-09-01 00:00:00,TRUE,5176.8972,4486.64424
248,248,S16,Prospection S-O 7 (PV),solaire,2027-06-01 00:00:00,10,0.39398,3.93984,,2047-06-01 00:00:00,,,2027-06-01 00:00:00,TRUE,5176.8972,4486.64424
249,249,S17,Prospection S-O 8 (PV),solaire,2026-09-01 00:00:00,10,0.49248,4.9248,,2046-09-01 00:00:00,,,2026-09-01 00:00:00,TRUE,6471.1872,5608.36224
250,250,S10,Prospection S-O 9 (PV),solaire,2026-07-01 00:00:00,10,0.49248,4.9248,,2046-07-01 00:00:00,,,2026-07-01 00:00:00,TRUE,6471.1872,5608.36224
251,251,B4,Jean-Grégoire / folles,solaire,2026-08-01 00:00:00,10,0.49248,4.9248,,2046-08-01 00:00:00,,,2026-08-01 00:00:00,TRUE,6471.1872,5608.36224
252,252,B11,Prospection solaire Bdx 9,solaire,2026-07-01 00:00:00,10,0.49248,4.9248,,2046-07-01 00:00:00,,,2026-07-01 00:00:00,TRUE,6471.1872,5608.36224
253,253,B7,Prospection Solaire MPL,solaire,2026-11-01 00:00:00,10,0.49248,4.9248,,2046-11-01 00:00:00,,,2026-11-01 00:00:00,TRUE,6471.1872,5608.36224
254,254,B2,prospection solaire Nantes,solaire,2026-11-01 00:00:00,10,0.49248,4.9248,,2046-11-01 00:00:00,,,2026-11-01 00:00:00,TRUE,6471.1872,5608.36224
255,255,B10,Prospection solaire Nantes 2,solaire,2026-07-01 00:00:00,10,0.49248,4.9248,,2046-07-01 00:00:00,,,2026-07-01 00:00:00,TRUE,6471.1872,5608.36224
256,256,SE18,Prospection sud-est 10 (PV),solaire,2026-12-01 00:00:00,10,0.49248,4.9248,,2046-12-01 00:00:00,,,2026-12-01 00:00:00,TRUE,6471.1872,5608.36224
257,257,SE08,Prospection sud-est 3 (PV),solaire,2026-11-01 00:00:00,10,0.49248,4.9248,,2046-11-01 00:00:00,,,2026-11-01 00:00:00,TRUE,6471.1872,5608.36224
258,258,SE16,Prospection sud-est 8 (PV) - Le Luc / Pujaut / Villeneuve,solaire,2026-11-01 00:00:00,6,0.49248,2.95488,,2046-11-01 00:00:00,,,2026-11-01 00:00:00,TRUE,3882.71232,3365.01734
259,259,SE17,Prospection sud-est 9 (PV) - Riez / prospect ,solaire,2026-06-01 00:00:00,6,0.49248,2.95488,,2046-06-01 00:00:00,,,2026-06-01 00:00:00,TRUE,3882.71232,3365.01734
260,260,GO17,Prospection TL EOL 49/72,éolien,2028-02-01 00:00:00,19,0.576,10.944,,2048-02-01 00:00:00,,,2028-02-01 00:00:00,TRUE,23967.36,19173.888
261,261,GO09,Prospection TL PV 2022,solaire,2026-10-01 00:00:00,15,0.49248,7.3872,,2046-10-01 00:00:00,,,2026-10-01 00:00:00,TRUE,9706.7808,8412.54336
262,262,GE6,Vinets,éolien,2026-05-01 00:00:00,40,0.8,32,,2046-05-01 00:00:00,,,2026-05-01 00:00:00,TRUE,70080,56064
263,263,ECO6,Ostrevent (OST),éolien,2026-03-01 00:00:00,19.8,0.89,17.622,,2046-03-01 00:00:00,,,2026-03-01 00:00:00,TRUE,38592.18,30873.744
264,264,NGE3,Repowering Chasse Marée,éolien,2026-12-01 00:00:00,13.2,0.72,9.504,,2046-12-01 00:00:00,,,2026-12-01 00:00:00,TRUE,20813.76,16651.008
265,265,BFC07,Prospection PV BFC - 3,solaire,2026-11-01 00:00:00,10,0.49248,4.9248,,2046-11-01 00:00:00,,,2026-11-01 00:00:00,TRUE,6471.1872,5608.36224
266,266,KEI4,Repowering Mont de Bézard II,éolien,2023-02-01 00:00:00,25.2,1,25.2,,2043-02-01 00:00:00,,,2023-02-01 00:00:00,TRUE,55188,44150.4
267,267,GO26,Repowering Pannecé,éolien,2025-10-01 00:00:00,30,0.72,21.6,,2045-10-01 00:00:00,,,2025-10-01 00:00:00,TRUE,47304,37843.2
268,268,GO25,Repowering Plouguin,éolien,2027-07-01 00:00:00,9,0.576,5.184,,2047-07-01 00:00:00,,,2027-07-01 00:00:00,TRUE,11352.96,9082.368
269,269,BFC08,Prospection PV BFC - 1,solaire,2026-10-01 00:00:00,10,0.49248,4.9248,,2046-10-01 00:00:00,,,2026-10-01 00:00:00,TRUE,6471.1872,5608.36224
270,270,BFC09,Prospection PV BFC - 2,solaire,2026-11-01 00:00:00,10,0.49248,4.9248,,2046-11-01 00:00:00,,,2026-11-01 00:00:00,TRUE,6471.1872,5608.36224
271,271,NGE8,Repowering St-André,éolien,2025-05-01 00:00:00,17.5,0.8,14,,2045-05-01 00:00:00,,,2025-05-01 00:00:00,TRUE,30660,24528
272,272,NGE11,Repowering St-Patrick Hermin,éolien,2026-12-01 00:00:00,16,0.72,11.52,,2046-12-01 00:00:00,,,2026-12-01 00:00:00,TRUE,25228.8,20183.04
273,273,BFC10,Prospection PV BFC - 4,solaire,2027-03-01 00:00:00,10,0.49248,4.9248,,2047-03-01 00:00:00,,,2027-03-01 00:00:00,TRUE,6471.1872,5608.36224
274,274,GO18,Repowering Vaux des Roques,éolien,2027-01-01 00:00:00,13.8,0.72,9.936,,2047-01-01 00:00:00,,,2027-01-01 00:00:00,TRUE,21759.84,17407.872
275,275,SE04,La Motte (PV) ,solaire,2024-10-01 00:00:00,9.2,0.7695,7.0794,,2044-10-01 00:00:00,,,2024-10-01 00:00:00,TRUE,9302.3316,8062.02072
276,276,BFC11,Prospection PV BFC - 5,solaire,2027-01-01 00:00:00,10,0.39398,3.93984,,2047-01-01 00:00:00,,,2027-01-01 00:00:00,TRUE,5176.8972,4486.64424
277,277,BFC12,Prospection éolien BFC - 3,éolien,2028-12-01 00:00:00,16,0.4608,7.3728,,2048-12-01 00:00:00,,,2028-12-01 00:00:00,TRUE,16146.432,12917.1456
278,278,BFC13,Prospection PV BFC - 3,solaire,2027-05-01 00:00:00,10,0.39398,3.93984,,2047-05-01 00:00:00,,,2027-05-01 00:00:00,TRUE,5176.8972,4486.64424
279,279,GO33,Saint-Evroult-de-Monfort,éolien,2027-08-01 00:00:00,16,0.72,11.52,,2047-08-01 00:00:00,,,2027-08-01 00:00:00,TRUE,25228.8,20183.04
280,280,GO05,Prospection EOL/PV,éolien,2028-12-01 00:00:00,16,0.4608,7.3728,,2048-12-01 00:00:00,,,2028-12-01 00:00:00,TRUE,16146.432,12917.1456
281,281,GO28,SEIDER (CRI ou HEU2),éolien,2027-11-01 00:00:00,16,0.576,9.216,,2047-11-01 00:00:00,,,2027-11-01 00:00:00,TRUE,20183.04,16146.432
282,282,BFC14,Prospection éolien BFC - 4,éolien,2029-06-01 00:00:00,16,0.4608,7.3728,,2049-06-01 00:00:00,,,2029-06-01 00:00:00,TRUE,16146.432,12917.1456
283,283,GO04,Silfiac,éolien,2025-10-01 00:00:00,12,0.8,9.6,,2045-10-01 00:00:00,,,2025-10-01 00:00:00,TRUE,21024,16819.2
284,284,SO13,Chauvigny,solaire,2026-04-01 00:00:00,8,0.6156,4.9248,,2046-04-01 00:00:00,,,2026-04-01 00:00:00,TRUE,6471.1872,5608.36224
285,285,SO09,St Christoly de Blaye,solaire,2025-01-01 00:00:00,8,0.6156,4.9248,,2045-01-01 00:00:00,,,2025-01-01 00:00:00,TRUE,6471.1872,5608.36224
286,286,GO19,Repowering Ronchois,éolien,2027-02-01 00:00:00,54,0.72,38.88,,2047-02-01 00:00:00,,,2027-02-01 00:00:00,TRUE,85147.2,68117.76
287,287,SO21,Task solaire SO 1,solaire,2027-05-01 00:00:00,10,0.39398,3.93984,,2047-05-01 00:00:00,,,2027-05-01 00:00:00,TRUE,5176.8972,4486.64424
288,288,SO22,Task solaire SO 2,solaire,2027-08-01 00:00:00,10,0.39398,3.93984,,2047-08-01 00:00:00,,,2027-08-01 00:00:00,TRUE,5176.8972,4486.64424
289,289,SO14,Bruyeres - Glenic,éolien,2026-11-01 00:00:00,15,0.8,12,,2046-11-01 00:00:00,,,2026-11-01 00:00:00,TRUE,26280,21024
290,290,GO10,Repowering Grand-Camp ,éolien,2025-03-01 00:00:00,12,0.8,9.6,,2045-03-01 00:00:00,,,2025-03-01 00:00:00,TRUE,21024,16819.2
291,291,BFC15,Prospection PV BFC - 6,solaire,2027-09-01 00:00:00,10,0.39398,3.93984,,2047-09-01 00:00:00,,,2027-09-01 00:00:00,TRUE,5176.8972,4486.64424
292,292,NGE9,Repowering St-Patrick Valhuon,éolien,2027-04-01 00:00:00,39,0.576,22.464,,2047-04-01 00:00:00,,,2027-04-01 00:00:00,TRUE,49196.16,39356.928
293,293,NGE19,XLCB 2,éolien,2027-08-01 00:00:00,9.9,0.72,7.128,,2047-08-01 00:00:00,,,2027-08-01 00:00:00,TRUE,15610.32,12488.256
