hedge_id,projet_id,projet,type_hedge,date,année,trimestre,mois,price
206,APV1,Agri-PV 1,,2022-01-01,2022,1,1,
207,APV2,Agri-PV 2,,2022-01-01,2022,1,1,
208,APV3,Agri-PV 3,,2022-01-01,2022,1,1,
209,APV4,Agri-PV 4,,2022-01-01,2022,1,1,
210,APV5,Agri-PV 5,,2022-01-01,2022,1,1,
211,APV6,Agri-PV 6,,2022-01-01,2022,1,1,
212,APV7,Agri-PV 7,,2022-01-01,2022,1,1,
213,APV8,Agri-PV 8,,2022-01-01,2022,1,1,
214,APV9,Agri-PV 9,,2022-01-01,2022,1,1,
218,AMI01,AO/AMI 2022-1,,2022-01-01,2022,1,1,
219,AMI02,AO/AMI 2022-2,,2022-01-01,2022,1,1,
220,AMI03,AO/AMI 2022-3,,2022-01-01,2022,1,1,
221,SE14,Argilliers,,2022-01-01,2022,1,1,
222,S14,Avignonet Barbette,,2022-01-01,2022,1,1,
227,S13,Bram,,2022-01-01,2022,1,1,
230,AURA05,Prospection PV AURA - 5,,2022-01-01,2022,1,1,
231,S09,Extension Avignonet,,2022-01-01,2022,1,1,
235,S15,Crayssac,,2022-01-01,2022,1,1,
237,SE12,Estézargues (PV),,2022-01-01,2022,1,1,
243,AURA13,Prospection PV MC - 3,,2022-01-01,2022,1,1,
249,AURA14,Coucouron (Laoune),,2022-01-01,2022,1,1,
252,SE09,Heintz (PV),,2022-01-01,2022,1,1,
254,GO32,Igoville Lafarge,,2022-01-01,2022,1,1,
255,B3,baurèch,,2022-01-01,2022,1,1,
261,S12,Mas Saintes-Puelles,,2022-01-01,2022,1,1,
262,SE11,Cruis,,2022-01-01,2022,1,1,
265,S11,Miremont,,2022-01-01,2022,1,1,
287,B6,Plaisance,,2022-01-01,2022,1,1,
292,SO18,Chantillac,,2022-01-01,2022,1,1,
293,SO19,Prospection AK 2,,2022-01-01,2022,1,1,
294,SO20,Prospection AK 3,,2022-01-01,2022,1,1,
295,SO28,Prospection AK 4,,2022-01-01,2022,1,1,
296,SO29,Prospection AK 5,,2022-01-01,2022,1,1,
302,AURA29,Prospection PV MC - 1,,2022-01-01,2022,1,1,
305,AURA31,Orléat,,2022-01-01,2022,1,1,
309,AURA38,Montilly,,2022-01-01,2022,1,1,
310,AURA39,Prospection PV AURA - 6,,2022-01-01,2022,1,1,
313,NGE12,Prospection NGE 12 (PV),,2022-01-01,2022,1,1,
315,NGE14,Prospection NGE 14 (PV),,2022-01-01,2022,1,1,
316,NGE15,Prospection NGE 15 (PV),,2022-01-01,2022,1,1,
317,NGE16,Prospection NGE 16 (PV),,2022-01-01,2022,1,1,
318,NGE17,Prospection NGE 17 (PV),,2022-01-01,2022,1,1,
320,NGE2,Prospection NGE 2 (PV),,2022-01-01,2022,1,1,
321,NGE22,Prospection NGE 22 (PV),,2022-01-01,2022,1,1,
322,NGE23,Prospection NGE 23 (PV),,2022-01-01,2022,1,1,
323,NGE4,Prospection NGE 4 (PV),,2022-01-01,2022,1,1,
327,GO06,Prospection PV 2022 (Igoville Commune),,2022-01-01,2022,1,1,
328,AURA40,Prospection PV MC - 2,,2022-01-01,2022,1,1,
331,AURA45,Prospection PV MC - 4,,2022-01-01,2022,1,1,
333,AURA47,Agri-PV AURA -1,,2022-01-01,2022,1,1,
334,AURA48,Agri-PV AURA -2,,2022-01-01,2022,1,1,
337,GO12,Prospection PV GO 2022 - 3 - ,,2022-01-01,2022,1,1,
338,BFC03,Gurgy (Nouzeau),,2022-01-01,2022,1,1,
339,BFC04,Rosoy (Plaine de Nange),,2022-01-01,2022,1,1,
340,BFC05,Villemanoche CEMEX (La Herse),,2022-01-01,2022,1,1,
342,GO30,Prospection PV Ouest - 1 -,,2022-01-01,2022,1,1,
343,GO34,Prospection PV Ouest - 2 -,,2022-01-01,2022,1,1,
344,GO35,Prospection PV Ouest - 3 -,,2022-01-01,2022,1,1,
345,GO36,Prospection PV Ouest - 4 -,,2022-01-01,2022,1,1,
346,GO37,Prospection PV Ouest - 5 -,,2022-01-01,2022,1,1,
347,GO38,Prospection PV Ouest - 6 -,,2022-01-01,2022,1,1,
348,S01,Prospection S 1,,2022-01-01,2022,1,1,
349,S02,Prospection S 2,,2022-01-01,2022,1,1,
350,S03,Prospection S 3,,2022-01-01,2022,1,1,
351,S04,Prospection S 4,,2022-01-01,2022,1,1,
352,S05,Prospection S 5,,2022-01-01,2022,1,1,
353,S20,Prospection S20,,2022-01-01,2022,1,1,
354,S21,Prospection S21,,2022-01-01,2022,1,1,
355,S22,Prospection S22,,2022-01-01,2022,1,1,
356,S23,Prospection S23,,2022-01-01,2022,1,1,
357,S24,Prospection S24,,2022-01-01,2022,1,1,
358,S25,Prospection S25,,2022-01-01,2022,1,1,
359,S26,Prospection S26,,2022-01-01,2022,1,1,
360,S27,Prospection S27,,2022-01-01,2022,1,1,
361,S06,Prospection S6,,2022-01-01,2022,1,1,
362,S07,Prospection S7,,2022-01-01,2022,1,1,
363,S08,Prospection S8,,2022-01-01,2022,1,1,
364,S19,Prospection S-O 11,,2022-01-01,2022,1,1,
365,S16,Prospection S-O 7 (PV),,2022-01-01,2022,1,1,
366,S17,Prospection S-O 8 (PV),,2022-01-01,2022,1,1,
367,S10,Prospection S-O 9 (PV),,2022-01-01,2022,1,1,
368,B4,Jean-Grégoire / folles,,2022-01-01,2022,1,1,
369,B11,Prospection solaire Bdx 9,,2022-01-01,2022,1,1,
370,B7,Prospection Solaire MPL,,2022-01-01,2022,1,1,
371,B2,prospection solaire Nantes,,2022-01-01,2022,1,1,
372,B10,Prospection solaire Nantes 2,,2022-01-01,2022,1,1,
373,SE18,Prospection sud-est 10 (PV),,2022-01-01,2022,1,1,
374,SE08,Prospection sud-est 3 (PV),,2022-01-01,2022,1,1,
375,SE16,Prospection sud-est 8 (PV) - Le Luc / Pujaut / Villeneuve,,2022-01-01,2022,1,1,
376,SE17,Prospection sud-est 9 (PV) - Riez / prospect ,,2022-01-01,2022,1,1,
378,GO09,Prospection TL PV 2022,,2022-01-01,2022,1,1,
382,BFC07,Prospection PV BFC - 3,,2022-01-01,2022,1,1,
385,BFC08,Prospection PV BFC - 1,,2022-01-01,2022,1,1,
386,BFC09,Prospection PV BFC - 2,,2022-01-01,2022,1,1,
389,BFC10,Prospection PV BFC - 4,,2022-01-01,2022,1,1,
391,SE04,La Motte (PV) ,,2022-01-01,2022,1,1,
392,BFC11,Prospection PV BFC - 5,,2022-01-01,2022,1,1,
394,BFC13,Prospection PV BFC - 3,,2022-01-01,2022,1,1,
400,SO13,Chauvigny,,2022-01-01,2022,1,1,
401,SO09,St Christoly de Blaye,,2022-01-01,2022,1,1,
404,SO21,Task solaire SO 1,,2022-01-01,2022,1,1,
405,SO22,Task solaire SO 2,,2022-01-01,2022,1,1,
408,BFC15,Prospection PV BFC - 6,,2022-01-01,2022,1,1,
206,APV1,Agri-PV 1,,2022-02-01,2022,1,2,
207,APV2,Agri-PV 2,,2022-02-01,2022,1,2,
208,APV3,Agri-PV 3,,2022-02-01,2022,1,2,
209,APV4,Agri-PV 4,,2022-02-01,2022,1,2,
210,APV5,Agri-PV 5,,2022-02-01,2022,1,2,
211,APV6,Agri-PV 6,,2022-02-01,2022,1,2,
212,APV7,Agri-PV 7,,2022-02-01,2022,1,2,
213,APV8,Agri-PV 8,,2022-02-01,2022,1,2,
214,APV9,Agri-PV 9,,2022-02-01,2022,1,2,
218,AMI01,AO/AMI 2022-1,,2022-02-01,2022,1,2,
219,AMI02,AO/AMI 2022-2,,2022-02-01,2022,1,2,
220,AMI03,AO/AMI 2022-3,,2022-02-01,2022,1,2,
221,SE14,Argilliers,,2022-02-01,2022,1,2,
222,S14,Avignonet Barbette,,2022-02-01,2022,1,2,
227,S13,Bram,,2022-02-01,2022,1,2,
230,AURA05,Prospection PV AURA - 5,,2022-02-01,2022,1,2,
231,S09,Extension Avignonet,,2022-02-01,2022,1,2,
235,S15,Crayssac,,2022-02-01,2022,1,2,
237,SE12,Estézargues (PV),,2022-02-01,2022,1,2,
243,AURA13,Prospection PV MC - 3,,2022-02-01,2022,1,2,
249,AURA14,Coucouron (Laoune),,2022-02-01,2022,1,2,
252,SE09,Heintz (PV),,2022-02-01,2022,1,2,
254,GO32,Igoville Lafarge,,2022-02-01,2022,1,2,
255,B3,baurèch,,2022-02-01,2022,1,2,
261,S12,Mas Saintes-Puelles,,2022-02-01,2022,1,2,
262,SE11,Cruis,,2022-02-01,2022,1,2,
265,S11,Miremont,,2022-02-01,2022,1,2,
287,B6,Plaisance,,2022-02-01,2022,1,2,
292,SO18,Chantillac,,2022-02-01,2022,1,2,
293,SO19,Prospection AK 2,,2022-02-01,2022,1,2,
294,SO20,Prospection AK 3,,2022-02-01,2022,1,2,
295,SO28,Prospection AK 4,,2022-02-01,2022,1,2,
296,SO29,Prospection AK 5,,2022-02-01,2022,1,2,
302,AURA29,Prospection PV MC - 1,,2022-02-01,2022,1,2,
305,AURA31,Orléat,,2022-02-01,2022,1,2,
309,AURA38,Montilly,,2022-02-01,2022,1,2,
310,AURA39,Prospection PV AURA - 6,,2022-02-01,2022,1,2,
313,NGE12,Prospection NGE 12 (PV),,2022-02-01,2022,1,2,
315,NGE14,Prospection NGE 14 (PV),,2022-02-01,2022,1,2,
316,NGE15,Prospection NGE 15 (PV),,2022-02-01,2022,1,2,
317,NGE16,Prospection NGE 16 (PV),,2022-02-01,2022,1,2,
318,NGE17,Prospection NGE 17 (PV),,2022-02-01,2022,1,2,
320,NGE2,Prospection NGE 2 (PV),,2022-02-01,2022,1,2,
321,NGE22,Prospection NGE 22 (PV),,2022-02-01,2022,1,2,
322,NGE23,Prospection NGE 23 (PV),,2022-02-01,2022,1,2,
323,NGE4,Prospection NGE 4 (PV),,2022-02-01,2022,1,2,
327,GO06,Prospection PV 2022 (Igoville Commune),,2022-02-01,2022,1,2,
328,AURA40,Prospection PV MC - 2,,2022-02-01,2022,1,2,
331,AURA45,Prospection PV MC - 4,,2022-02-01,2022,1,2,
333,AURA47,Agri-PV AURA -1,,2022-02-01,2022,1,2,
334,AURA48,Agri-PV AURA -2,,2022-02-01,2022,1,2,
337,GO12,Prospection PV GO 2022 - 3 - ,,2022-02-01,2022,1,2,
338,BFC03,Gurgy (Nouzeau),,2022-02-01,2022,1,2,
339,BFC04,Rosoy (Plaine de Nange),,2022-02-01,2022,1,2,
340,BFC05,Villemanoche CEMEX (La Herse),,2022-02-01,2022,1,2,
342,GO30,Prospection PV Ouest - 1 -,,2022-02-01,2022,1,2,
343,GO34,Prospection PV Ouest - 2 -,,2022-02-01,2022,1,2,
344,GO35,Prospection PV Ouest - 3 -,,2022-02-01,2022,1,2,
345,GO36,Prospection PV Ouest - 4 -,,2022-02-01,2022,1,2,
346,GO37,Prospection PV Ouest - 5 -,,2022-02-01,2022,1,2,
347,GO38,Prospection PV Ouest - 6 -,,2022-02-01,2022,1,2,
348,S01,Prospection S 1,,2022-02-01,2022,1,2,
349,S02,Prospection S 2,,2022-02-01,2022,1,2,
350,S03,Prospection S 3,,2022-02-01,2022,1,2,
351,S04,Prospection S 4,,2022-02-01,2022,1,2,
352,S05,Prospection S 5,,2022-02-01,2022,1,2,
353,S20,Prospection S20,,2022-02-01,2022,1,2,
354,S21,Prospection S21,,2022-02-01,2022,1,2,
355,S22,Prospection S22,,2022-02-01,2022,1,2,
356,S23,Prospection S23,,2022-02-01,2022,1,2,
357,S24,Prospection S24,,2022-02-01,2022,1,2,
358,S25,Prospection S25,,2022-02-01,2022,1,2,
359,S26,Prospection S26,,2022-02-01,2022,1,2,
360,S27,Prospection S27,,2022-02-01,2022,1,2,
361,S06,Prospection S6,,2022-02-01,2022,1,2,
362,S07,Prospection S7,,2022-02-01,2022,1,2,
363,S08,Prospection S8,,2022-02-01,2022,1,2,
364,S19,Prospection S-O 11,,2022-02-01,2022,1,2,
365,S16,Prospection S-O 7 (PV),,2022-02-01,2022,1,2,
366,S17,Prospection S-O 8 (PV),,2022-02-01,2022,1,2,
367,S10,Prospection S-O 9 (PV),,2022-02-01,2022,1,2,
368,B4,Jean-Grégoire / folles,,2022-02-01,2022,1,2,
369,B11,Prospection solaire Bdx 9,,2022-02-01,2022,1,2,
370,B7,Prospection Solaire MPL,,2022-02-01,2022,1,2,
371,B2,prospection solaire Nantes,,2022-02-01,2022,1,2,
372,B10,Prospection solaire Nantes 2,,2022-02-01,2022,1,2,
373,SE18,Prospection sud-est 10 (PV),,2022-02-01,2022,1,2,
374,SE08,Prospection sud-est 3 (PV),,2022-02-01,2022,1,2,
375,SE16,Prospection sud-est 8 (PV) - Le Luc / Pujaut / Villeneuve,,2022-02-01,2022,1,2,
376,SE17,Prospection sud-est 9 (PV) - Riez / prospect ,,2022-02-01,2022,1,2,
378,GO09,Prospection TL PV 2022,,2022-02-01,2022,1,2,
382,BFC07,Prospection PV BFC - 3,,2022-02-01,2022,1,2,
385,BFC08,Prospection PV BFC - 1,,2022-02-01,2022,1,2,
386,BFC09,Prospection PV BFC - 2,,2022-02-01,2022,1,2,
389,BFC10,Prospection PV BFC - 4,,2022-02-01,2022,1,2,
391,SE04,La Motte (PV) ,,2022-02-01,2022,1,2,
392,BFC11,Prospection PV BFC - 5,,2022-02-01,2022,1,2,
394,BFC13,Prospection PV BFC - 3,,2022-02-01,2022,1,2,
400,SO13,Chauvigny,,2022-02-01,2022,1,2,
401,SO09,St Christoly de Blaye,,2022-02-01,2022,1,2,
404,SO21,Task solaire SO 1,,2022-02-01,2022,1,2,
405,SO22,Task solaire SO 2,,2022-02-01,2022,1,2,
408,BFC15,Prospection PV BFC - 6,,2022-02-01,2022,1,2,
206,APV1,Agri-PV 1,,2022-03-01,2022,1,3,
207,APV2,Agri-PV 2,,2022-03-01,2022,1,3,
208,APV3,Agri-PV 3,,2022-03-01,2022,1,3,
209,APV4,Agri-PV 4,,2022-03-01,2022,1,3,
210,APV5,Agri-PV 5,,2022-03-01,2022,1,3,
211,APV6,Agri-PV 6,,2022-03-01,2022,1,3,
212,APV7,Agri-PV 7,,2022-03-01,2022,1,3,
213,APV8,Agri-PV 8,,2022-03-01,2022,1,3,
214,APV9,Agri-PV 9,,2022-03-01,2022,1,3,
218,AMI01,AO/AMI 2022-1,,2022-03-01,2022,1,3,
219,AMI02,AO/AMI 2022-2,,2022-03-01,2022,1,3,
220,AMI03,AO/AMI 2022-3,,2022-03-01,2022,1,3,
221,SE14,Argilliers,,2022-03-01,2022,1,3,
222,S14,Avignonet Barbette,,2022-03-01,2022,1,3,
227,S13,Bram,,2022-03-01,2022,1,3,
230,AURA05,Prospection PV AURA - 5,,2022-03-01,2022,1,3,
231,S09,Extension Avignonet,,2022-03-01,2022,1,3,
235,S15,Crayssac,,2022-03-01,2022,1,3,
237,SE12,Estézargues (PV),,2022-03-01,2022,1,3,
243,AURA13,Prospection PV MC - 3,,2022-03-01,2022,1,3,
249,AURA14,Coucouron (Laoune),,2022-03-01,2022,1,3,
252,SE09,Heintz (PV),,2022-03-01,2022,1,3,
254,GO32,Igoville Lafarge,,2022-03-01,2022,1,3,
255,B3,baurèch,,2022-03-01,2022,1,3,
261,S12,Mas Saintes-Puelles,,2022-03-01,2022,1,3,
262,SE11,Cruis,,2022-03-01,2022,1,3,
265,S11,Miremont,,2022-03-01,2022,1,3,
287,B6,Plaisance,,2022-03-01,2022,1,3,
292,SO18,Chantillac,,2022-03-01,2022,1,3,
293,SO19,Prospection AK 2,,2022-03-01,2022,1,3,
294,SO20,Prospection AK 3,,2022-03-01,2022,1,3,
295,SO28,Prospection AK 4,,2022-03-01,2022,1,3,
296,SO29,Prospection AK 5,,2022-03-01,2022,1,3,
302,AURA29,Prospection PV MC - 1,,2022-03-01,2022,1,3,
305,AURA31,Orléat,,2022-03-01,2022,1,3,
309,AURA38,Montilly,,2022-03-01,2022,1,3,
310,AURA39,Prospection PV AURA - 6,,2022-03-01,2022,1,3,
313,NGE12,Prospection NGE 12 (PV),,2022-03-01,2022,1,3,
315,NGE14,Prospection NGE 14 (PV),,2022-03-01,2022,1,3,
316,NGE15,Prospection NGE 15 (PV),,2022-03-01,2022,1,3,
317,NGE16,Prospection NGE 16 (PV),,2022-03-01,2022,1,3,
318,NGE17,Prospection NGE 17 (PV),,2022-03-01,2022,1,3,
320,NGE2,Prospection NGE 2 (PV),,2022-03-01,2022,1,3,
321,NGE22,Prospection NGE 22 (PV),,2022-03-01,2022,1,3,
322,NGE23,Prospection NGE 23 (PV),,2022-03-01,2022,1,3,
323,NGE4,Prospection NGE 4 (PV),,2022-03-01,2022,1,3,
327,GO06,Prospection PV 2022 (Igoville Commune),,2022-03-01,2022,1,3,
328,AURA40,Prospection PV MC - 2,,2022-03-01,2022,1,3,
331,AURA45,Prospection PV MC - 4,,2022-03-01,2022,1,3,
333,AURA47,Agri-PV AURA -1,,2022-03-01,2022,1,3,
334,AURA48,Agri-PV AURA -2,,2022-03-01,2022,1,3,
337,GO12,Prospection PV GO 2022 - 3 - ,,2022-03-01,2022,1,3,
338,BFC03,Gurgy (Nouzeau),,2022-03-01,2022,1,3,
339,BFC04,Rosoy (Plaine de Nange),,2022-03-01,2022,1,3,
340,BFC05,Villemanoche CEMEX (La Herse),,2022-03-01,2022,1,3,
342,GO30,Prospection PV Ouest - 1 -,,2022-03-01,2022,1,3,
343,GO34,Prospection PV Ouest - 2 -,,2022-03-01,2022,1,3,
344,GO35,Prospection PV Ouest - 3 -,,2022-03-01,2022,1,3,
345,GO36,Prospection PV Ouest - 4 -,,2022-03-01,2022,1,3,
346,GO37,Prospection PV Ouest - 5 -,,2022-03-01,2022,1,3,
347,GO38,Prospection PV Ouest - 6 -,,2022-03-01,2022,1,3,
348,S01,Prospection S 1,,2022-03-01,2022,1,3,
349,S02,Prospection S 2,,2022-03-01,2022,1,3,
350,S03,Prospection S 3,,2022-03-01,2022,1,3,
351,S04,Prospection S 4,,2022-03-01,2022,1,3,
352,S05,Prospection S 5,,2022-03-01,2022,1,3,
353,S20,Prospection S20,,2022-03-01,2022,1,3,
354,S21,Prospection S21,,2022-03-01,2022,1,3,
355,S22,Prospection S22,,2022-03-01,2022,1,3,
356,S23,Prospection S23,,2022-03-01,2022,1,3,
357,S24,Prospection S24,,2022-03-01,2022,1,3,
358,S25,Prospection S25,,2022-03-01,2022,1,3,
359,S26,Prospection S26,,2022-03-01,2022,1,3,
360,S27,Prospection S27,,2022-03-01,2022,1,3,
361,S06,Prospection S6,,2022-03-01,2022,1,3,
362,S07,Prospection S7,,2022-03-01,2022,1,3,
363,S08,Prospection S8,,2022-03-01,2022,1,3,
364,S19,Prospection S-O 11,,2022-03-01,2022,1,3,
365,S16,Prospection S-O 7 (PV),,2022-03-01,2022,1,3,
366,S17,Prospection S-O 8 (PV),,2022-03-01,2022,1,3,
367,S10,Prospection S-O 9 (PV),,2022-03-01,2022,1,3,
368,B4,Jean-Grégoire / folles,,2022-03-01,2022,1,3,
369,B11,Prospection solaire Bdx 9,,2022-03-01,2022,1,3,
370,B7,Prospection Solaire MPL,,2022-03-01,2022,1,3,
371,B2,prospection solaire Nantes,,2022-03-01,2022,1,3,
372,B10,Prospection solaire Nantes 2,,2022-03-01,2022,1,3,
373,SE18,Prospection sud-est 10 (PV),,2022-03-01,2022,1,3,
374,SE08,Prospection sud-est 3 (PV),,2022-03-01,2022,1,3,
375,SE16,Prospection sud-est 8 (PV) - Le Luc / Pujaut / Villeneuve,,2022-03-01,2022,1,3,
376,SE17,Prospection sud-est 9 (PV) - Riez / prospect ,,2022-03-01,2022,1,3,
378,GO09,Prospection TL PV 2022,,2022-03-01,2022,1,3,
382,BFC07,Prospection PV BFC - 3,,2022-03-01,2022,1,3,
385,BFC08,Prospection PV BFC - 1,,2022-03-01,2022,1,3,
386,BFC09,Prospection PV BFC - 2,,2022-03-01,2022,1,3,
389,BFC10,Prospection PV BFC - 4,,2022-03-01,2022,1,3,
391,SE04,La Motte (PV) ,,2022-03-01,2022,1,3,
392,BFC11,Prospection PV BFC - 5,,2022-03-01,2022,1,3,
394,BFC13,Prospection PV BFC - 3,,2022-03-01,2022,1,3,
400,SO13,Chauvigny,,2022-03-01,2022,1,3,
401,SO09,St Christoly de Blaye,,2022-03-01,2022,1,3,
404,SO21,Task solaire SO 1,,2022-03-01,2022,1,3,
405,SO22,Task solaire SO 2,,2022-03-01,2022,1,3,
408,BFC15,Prospection PV BFC - 6,,2022-03-01,2022,1,3,
206,APV1,Agri-PV 1,,2022-04-01,2022,2,4,
207,APV2,Agri-PV 2,,2022-04-01,2022,2,4,
208,APV3,Agri-PV 3,,2022-04-01,2022,2,4,
209,APV4,Agri-PV 4,,2022-04-01,2022,2,4,
210,APV5,Agri-PV 5,,2022-04-01,2022,2,4,
211,APV6,Agri-PV 6,,2022-04-01,2022,2,4,
212,APV7,Agri-PV 7,,2022-04-01,2022,2,4,
213,APV8,Agri-PV 8,,2022-04-01,2022,2,4,
214,APV9,Agri-PV 9,,2022-04-01,2022,2,4,
218,AMI01,AO/AMI 2022-1,,2022-04-01,2022,2,4,
219,AMI02,AO/AMI 2022-2,,2022-04-01,2022,2,4,
220,AMI03,AO/AMI 2022-3,,2022-04-01,2022,2,4,
221,SE14,Argilliers,,2022-04-01,2022,2,4,
222,S14,Avignonet Barbette,,2022-04-01,2022,2,4,
227,S13,Bram,,2022-04-01,2022,2,4,
230,AURA05,Prospection PV AURA - 5,,2022-04-01,2022,2,4,
231,S09,Extension Avignonet,,2022-04-01,2022,2,4,
235,S15,Crayssac,,2022-04-01,2022,2,4,
237,SE12,Estézargues (PV),,2022-04-01,2022,2,4,
243,AURA13,Prospection PV MC - 3,,2022-04-01,2022,2,4,
249,AURA14,Coucouron (Laoune),,2022-04-01,2022,2,4,
252,SE09,Heintz (PV),,2022-04-01,2022,2,4,
254,GO32,Igoville Lafarge,,2022-04-01,2022,2,4,
255,B3,baurèch,,2022-04-01,2022,2,4,
261,S12,Mas Saintes-Puelles,,2022-04-01,2022,2,4,
262,SE11,Cruis,,2022-04-01,2022,2,4,
265,S11,Miremont,,2022-04-01,2022,2,4,
287,B6,Plaisance,,2022-04-01,2022,2,4,
292,SO18,Chantillac,,2022-04-01,2022,2,4,
293,SO19,Prospection AK 2,,2022-04-01,2022,2,4,
294,SO20,Prospection AK 3,,2022-04-01,2022,2,4,
295,SO28,Prospection AK 4,,2022-04-01,2022,2,4,
296,SO29,Prospection AK 5,,2022-04-01,2022,2,4,
302,AURA29,Prospection PV MC - 1,,2022-04-01,2022,2,4,
305,AURA31,Orléat,,2022-04-01,2022,2,4,
309,AURA38,Montilly,,2022-04-01,2022,2,4,
310,AURA39,Prospection PV AURA - 6,,2022-04-01,2022,2,4,
313,NGE12,Prospection NGE 12 (PV),,2022-04-01,2022,2,4,
315,NGE14,Prospection NGE 14 (PV),,2022-04-01,2022,2,4,
316,NGE15,Prospection NGE 15 (PV),,2022-04-01,2022,2,4,
317,NGE16,Prospection NGE 16 (PV),,2022-04-01,2022,2,4,
318,NGE17,Prospection NGE 17 (PV),,2022-04-01,2022,2,4,
320,NGE2,Prospection NGE 2 (PV),,2022-04-01,2022,2,4,
321,NGE22,Prospection NGE 22 (PV),,2022-04-01,2022,2,4,
322,NGE23,Prospection NGE 23 (PV),,2022-04-01,2022,2,4,
323,NGE4,Prospection NGE 4 (PV),,2022-04-01,2022,2,4,
327,GO06,Prospection PV 2022 (Igoville Commune),,2022-04-01,2022,2,4,
328,AURA40,Prospection PV MC - 2,,2022-04-01,2022,2,4,
331,AURA45,Prospection PV MC - 4,,2022-04-01,2022,2,4,
333,AURA47,Agri-PV AURA -1,,2022-04-01,2022,2,4,
334,AURA48,Agri-PV AURA -2,,2022-04-01,2022,2,4,
337,GO12,Prospection PV GO 2022 - 3 - ,,2022-04-01,2022,2,4,
338,BFC03,Gurgy (Nouzeau),,2022-04-01,2022,2,4,
339,BFC04,Rosoy (Plaine de Nange),,2022-04-01,2022,2,4,
340,BFC05,Villemanoche CEMEX (La Herse),,2022-04-01,2022,2,4,
342,GO30,Prospection PV Ouest - 1 -,,2022-04-01,2022,2,4,
343,GO34,Prospection PV Ouest - 2 -,,2022-04-01,2022,2,4,
344,GO35,Prospection PV Ouest - 3 -,,2022-04-01,2022,2,4,
345,GO36,Prospection PV Ouest - 4 -,,2022-04-01,2022,2,4,
346,GO37,Prospection PV Ouest - 5 -,,2022-04-01,2022,2,4,
347,GO38,Prospection PV Ouest - 6 -,,2022-04-01,2022,2,4,
348,S01,Prospection S 1,,2022-04-01,2022,2,4,
349,S02,Prospection S 2,,2022-04-01,2022,2,4,
350,S03,Prospection S 3,,2022-04-01,2022,2,4,
351,S04,Prospection S 4,,2022-04-01,2022,2,4,
352,S05,Prospection S 5,,2022-04-01,2022,2,4,
353,S20,Prospection S20,,2022-04-01,2022,2,4,
354,S21,Prospection S21,,2022-04-01,2022,2,4,
355,S22,Prospection S22,,2022-04-01,2022,2,4,
356,S23,Prospection S23,,2022-04-01,2022,2,4,
357,S24,Prospection S24,,2022-04-01,2022,2,4,
358,S25,Prospection S25,,2022-04-01,2022,2,4,
359,S26,Prospection S26,,2022-04-01,2022,2,4,
360,S27,Prospection S27,,2022-04-01,2022,2,4,
361,S06,Prospection S6,,2022-04-01,2022,2,4,
362,S07,Prospection S7,,2022-04-01,2022,2,4,
363,S08,Prospection S8,,2022-04-01,2022,2,4,
364,S19,Prospection S-O 11,,2022-04-01,2022,2,4,
365,S16,Prospection S-O 7 (PV),,2022-04-01,2022,2,4,
366,S17,Prospection S-O 8 (PV),,2022-04-01,2022,2,4,
367,S10,Prospection S-O 9 (PV),,2022-04-01,2022,2,4,
368,B4,Jean-Grégoire / folles,,2022-04-01,2022,2,4,
369,B11,Prospection solaire Bdx 9,,2022-04-01,2022,2,4,
370,B7,Prospection Solaire MPL,,2022-04-01,2022,2,4,
371,B2,prospection solaire Nantes,,2022-04-01,2022,2,4,
372,B10,Prospection solaire Nantes 2,,2022-04-01,2022,2,4,
373,SE18,Prospection sud-est 10 (PV),,2022-04-01,2022,2,4,
374,SE08,Prospection sud-est 3 (PV),,2022-04-01,2022,2,4,
375,SE16,Prospection sud-est 8 (PV) - Le Luc / Pujaut / Villeneuve,,2022-04-01,2022,2,4,
376,SE17,Prospection sud-est 9 (PV) - Riez / prospect ,,2022-04-01,2022,2,4,
378,GO09,Prospection TL PV 2022,,2022-04-01,2022,2,4,
382,BFC07,Prospection PV BFC - 3,,2022-04-01,2022,2,4,
385,BFC08,Prospection PV BFC - 1,,2022-04-01,2022,2,4,
386,BFC09,Prospection PV BFC - 2,,2022-04-01,2022,2,4,
389,BFC10,Prospection PV BFC - 4,,2022-04-01,2022,2,4,
391,SE04,La Motte (PV) ,,2022-04-01,2022,2,4,
392,BFC11,Prospection PV BFC - 5,,2022-04-01,2022,2,4,
394,BFC13,Prospection PV BFC - 3,,2022-04-01,2022,2,4,
400,SO13,Chauvigny,,2022-04-01,2022,2,4,
401,SO09,St Christoly de Blaye,,2022-04-01,2022,2,4,
404,SO21,Task solaire SO 1,,2022-04-01,2022,2,4,
405,SO22,Task solaire SO 2,,2022-04-01,2022,2,4,
408,BFC15,Prospection PV BFC - 6,,2022-04-01,2022,2,4,
206,APV1,Agri-PV 1,,2022-05-01,2022,2,5,
207,APV2,Agri-PV 2,,2022-05-01,2022,2,5,
208,APV3,Agri-PV 3,,2022-05-01,2022,2,5,
209,APV4,Agri-PV 4,,2022-05-01,2022,2,5,
210,APV5,Agri-PV 5,,2022-05-01,2022,2,5,
211,APV6,Agri-PV 6,,2022-05-01,2022,2,5,
212,APV7,Agri-PV 7,,2022-05-01,2022,2,5,
213,APV8,Agri-PV 8,,2022-05-01,2022,2,5,
214,APV9,Agri-PV 9,,2022-05-01,2022,2,5,
