asset_id,projet_id,projet,date,année,trim,mois,p50_adj,p90_adj
61,PDO1,Pays d'Othe 1,2024-11-01,2024,Q4-24,11,2250.1508102000003,2076.7427796
62,SE01,Peyrolles,2024-11-01,2024,Q4-24,11,843.5555999999999,773.2223
63,PDBE,Plaine de Beaunay,2024-11-01,2024,Q4-24,11,3387.9062,3076.6498
64,PLAN,Plateau de Langres,2024-11-01,2024,Q4-24,11,2096.2803444,1948.97415348
65,PDS1,Plateau de Savernat 1,2024-11-01,2024,Q4-24,11,3032.9611213199996,2820.3129791200004
66,PDS2,Plateau de Savernat 2,2024-11-01,2024,Q4-24,11,993.5690226800001,923.90752428
67,PLOU,Plouguin,2024-11-01,2024,Q4-24,11,2215.6495,2079.2999999999997
68,KEI3,Repowering Bougainville (BGV-R),2024-11-01,2024,Q4-24,11,1404.3419208,1231.1838
69,GO02,Repowering Evits et Josaphats (EEJ-R),2024-11-01,2024,Q4-24,11,2138.5581,1863.552
70,GO03,Repowering Remise de Reclainville (RCL-R),2024-11-01,2024,Q4-24,11,2337.726083,2016.336
71,RON1,Ronchois 1,2024-11-01,2024,Q4-24,11,3049.0650340800003,2832.85559856
72,RON2,Ronchois 2,2024-11-01,2024,Q4-24,11,1511.4166189199998,1404.24194664
73,RON3,Ronchois 3,2024-11-01,2024,Q4-24,11,2956.55835696,2746.9085747999998
74,STAN,Saint André,2024-11-01,2024,Q4-24,11,2387.84472576,2187.87743232
75,AURA19,Saint Christophe (Clé des champs),2024-11-01,2024,Q4-24,11,462.35880000000003,423.84391857
76,SDI1,SdlL1,2024-11-01,2024,Q4-24,11,3137.26267831,2894.01288325
77,SDI2,SdlL2,2024-11-01,2024,Q4-24,11,1594.21249591,1470.60414221
78,SCRI,Seuil du Cambrésis- Ribecourt (RIB),2024-11-01,2024,Q4-24,11,6722.548423110001,6070.67164587
79,SDA1,Sources de l'Ancre 1 ,2024-11-01,2024,Q4-24,11,2611.3941135200002,2335.87191954
80,SDA2,Sources de l'Ancre 2,2024-11-01,2024,Q4-24,11,3533.4856601799997,3160.67571108
81,SFR2,St François Roye 2,2024-11-01,2024,Q4-24,11,3149.4780679200003,2924.9488007699997
82,SFR3,St François Roye 3,2024-11-01,2024,Q4-24,11,2975.50162869,2763.37531164
83,STGE,St Georges (La Vallée 1),2024-11-01,2024,Q4-24,11,1105.38269188,1026.13796513
84,SPH,St Patrick Hermin,2024-11-01,2024,Q4-24,11,3671.99429601,3451.17954495
85,SPP1,St Patrick Pernois 1,2024-11-01,2024,Q4-24,11,2885.3109938099997,2711.8033073700003
86,SPP2,St Patrick Pernois 2,2024-11-01,2024,Q4-24,11,2962.49000172,2784.34118256
87,SPP3,St Patrick Pernois 3,2024-11-01,2024,Q4-24,11,1461.80153094,1373.89635525
88,TOUV,Touvent,2024-11-01,2024,Q4-24,11,3615.61097115,3301.21001085
89,VAM1,Val au Moines 1,2024-11-01,2024,Q4-24,11,2901.86650035,2623.60533465
90,VAM2,Val au Moines 2,2024-11-01,2024,Q4-24,11,1370.0447838,1238.67063297
91,VAA1,Vallée d'Arce 1 (DR),2024-11-01,2024,Q4-24,11,3593.33004735,3320.3560823999997
92,VAA2,Vallée d'Arce 2 (NY),2024-11-01,2024,Q4-24,11,1781.2079090999998,1645.89514515
93,VAA3,Vallée d'Arce 3 (NU),2024-11-01,2024,Q4-24,11,3484.3107096,3219.61859775
94,VDMO,Voie des monts,2024-11-01,2024,Q4-24,11,3142.9528566,2867.69736
95,VRON,Vron ,2024-11-01,2024,Q4-24,11,2316.9064,2147.0807999999997
96,ZOND,Zondrange,2024-11-01,2024,Q4-24,11,2522.47908912,2311.3736278799997
1,ALBE,Ally Bessadous,2024-12-01,2024,Q4-24,12,2263.8404137,2064.18931704
2,ALME,Ally Mercoeur,2024-12-01,2024,Q4-24,12,1507.5778515400002,1374.62255364
3,ALMO,Ally Monteil,2024-12-01,2024,Q4-24,12,1958.07452628,1785.38933142
4,ALVE,Ally Verseilles,2024-12-01,2024,Q4-24,12,2370.38912006,2161.34134268
5,ART1,Artois 1,2024-12-01,2024,Q4-24,12,3848.5022273099994,3606.6227021799996
6,ART2,Artois 2,2024-12-01,2024,Q4-24,12,2759.8146252499996,2586.3594372
7,AVI1,Avignonet I,2024-12-01,2024,Q4-24,12,1615.0,1501.0
8,AVI2,Avignonet II,2024-12-01,2024,Q4-24,12,1007.0,931.0
9,BTN1,Basse Thiérache Nord 1 ,2024-12-01,2024,Q4-24,12,3496.90665948,3121.70172349
10,BTN2,Basse Thiérache Nord 2,2024-12-01,2024,Q4-24,12,1783.30303417,1591.96132504
11,BASS,Bassigny,2024-12-01,2024,Q4-24,12,2400.2026321,2237.0820615
12,BAZO,Bazougeais,2024-12-01,2024,Q4-24,12,3617.27414268,3166.48921909
13,PBBF,Blanches Fosses PBF,2024-12-01,2024,Q4-24,12,3286.83864348,2921.97228676
14,GO01,Bois des Fontaines (BDF),2024-12-01,2024,Q4-24,12,3573.901308,3011.7599999999998
15,BSLL,Boralex Solaire Lauragais SAS,2024-12-01,2024,Q4-24,12,236.82038688,228.59218656
16,BSLC,Boralex Solaire Les Cigalettes SAS (Montfort),2024-12-01,2024,Q4-24,12,725.6871864000001,690.9906744
17,CALM,Calmont (Laur Eole Energie ),2024-12-01,2024,Q4-24,12,3223.3127630400004,2953.9015476900004
18,CHL2,Cham Longe II,2024-12-01,2024,Q4-24,12,1354.9681449500001,1266.1177755099998
19,CLRE,Cham Longe Repowering,2024-12-01,2024,Q4-24,12,10467.380000000001,9378.6
20,CHAR,Charmoy,2024-12-01,2024,Q4-24,12,2803.88651968,2611.34495808
21,CHMA,Chasse Marée,2024-12-01,2024,Q4-24,12,2416.6800000000003,2219.4
22,CHDG,Chemin de Grès,2024-12-01,2024,Q4-24,12,8617.47492065,7917.223331850001
23,CHEP,Chépy,2024-12-01,2024,Q4-24,12,749.24049544,687.82733822
24,COCO,Coat Conval,2024-12-01,2024,Q4-24,12,1211.79,1133.61
25,CDAR,Comes de l'Arce,2024-12-01,2024,Q4-24,12,2949.0173126400005,2727.549615
26,COBL,Coteaux du Blaiseron,2024-12-01,2024,Q4-24,12,3180.27345034,2849.2454723
27,COCL,Coulonges (CL),2024-12-01,2024,Q4-24,12,3358.72413555,3091.25393805
28,COCP,Coulonges (CP),2024-12-01,2024,Q4-24,12,3092.44019895,2846.17538925
29,CONT,Coulonges (NT),2024-12-01,2024,Q4-24,12,3165.0713202,2913.0225642
30,ECO3,Extension plaine d'Escrebieux (XPE),2024-12-01,2024,Q4-24,12,4657.7959438200005,3980.1295612799995
31,ESDB,Extension seuil de Bapaume (XSB),2024-12-01,2024,Q4-24,12,5014.35924228,4257.04182507
32,FIER,Fierville,2024-12-01,2024,Q4-24,12,2065.2980798,1909.1999743999997
33,FOPL,Fond de la Plaine,2024-12-01,2024,Q4-24,12,855.6313517599999,779.5752238499999
34,FOR1,Fortel 1,2024-12-01,2024,Q4-24,12,3123.98539992,2881.45788504
35,FOR2,Fortel 2,2024-12-01,2024,Q4-24,12,3282.7107784799996,3027.8607710399997
36,HDCO,Haut de Comble (HC),2024-12-01,2024,Q4-24,12,5829.7947554600005,5292.9231953
37,HDC1,Haut de Conge 1,2024-12-01,2024,Q4-24,12,2498.21728052,2305.2655457
38,HDC2,Haut de Conge 2,2024-12-01,2024,Q4-24,12,787.54708136,726.7202839
39,HDC3,Haut de Conge 3,2024-12-01,2024,Q4-24,12,2514.8447779000003,2320.6088066200005
40,IDBO,Inter deux bos (MET),2024-12-01,2024,Q4-24,12,8553.86970135,7737.98195592
41,LACI,La Citadelle,2024-12-01,2024,Q4-24,12,3037.33499904,2811.5871232000004
42,ECO1,La Grande Borne (LGB),2024-12-01,2024,Q4-24,12,2507.27755806,2187.23899914
43,CATE,Le Catésis (CAT),2024-12-01,2024,Q4-24,12,3668.70592754,3366.0162571399997
44,LGCA,Le Grand Camp,2024-12-01,2024,Q4-24,12,2894.59266228,2684.88
45,LEPE,Le Pelon,2024-12-01,2024,Q4-24,12,2995.40886894,2681.50941717
46,LEAG,Leign ar Gasprenn,2024-12-01,2024,Q4-24,12,1753.7,1642.55
47,LCLE,Les Clérimois,2024-12-01,2024,Q4-24,12,1846.43154056,1711.92327526
48,LEPA,Les Eparmonts,2024-12-01,2024,Q4-24,12,,
49,LMDB,Les Moulins de Boulay,2024-12-01,2024,Q4-24,12,,
50,MELC,Ménétréols Les chênes (La vallée 3),2024-12-01,2024,Q4-24,12,1174.4316230800002,1090.23680529
51,MELI,Ménétréols Lizeray (La vallée 4),2024-12-01,2024,Q4-24,12,934.24996754,867.2737306800001
52,MERE,Ménétréols Renardiére (La vallée 2),2024-12-01,2024,Q4-24,12,,
53,MDB1,Monts de Bagny 1,2024-12-01,2024,Q4-24,12,3785.7894871500002,3522.43911685
54,MDB2,Monts de Bagny 2,2024-12-01,2024,Q4-24,12,3853.1458844000003,3585.1100006
55,MORL,Morlange,2024-12-01,2024,Q4-24,12,2351.31708924,2173.6983176999997
56,NIBA,Nibas,2024-12-01,2024,Q4-24,12,2212.5000375,1997.5714625
57,NOYE,Noyers Bucamps NOB,2024-12-01,2024,Q4-24,12,2601.4808654,2433.10140298
58,PANN,Pannecé (BS),2024-12-01,2024,Q4-24,12,2489.379624,2287.196508
59,PANV,Pannecé La Vallière,2024-12-01,2024,Q4-24,12,2233.3997759999997,2052.0069
60,XSAN,Parc du Santerre (XSAN),2024-12-01,2024,Q4-24,12,4994.3827095,4391.0344464
61,PDO1,Pays d'Othe 1,2024-12-01,2024,Q4-24,12,2250.1508102000003,2076.7427796
62,SE01,Peyrolles,2024-12-01,2024,Q4-24,12,843.5555999999999,773.2223
63,PDBE,Plaine de Beaunay,2024-12-01,2024,Q4-24,12,3387.9062,3076.6498
64,PLAN,Plateau de Langres,2024-12-01,2024,Q4-24,12,2096.2803444,1948.97415348
65,PDS1,Plateau de Savernat 1,2024-12-01,2024,Q4-24,12,3032.9611213199996,2820.3129791200004
66,PDS2,Plateau de Savernat 2,2024-12-01,2024,Q4-24,12,993.5690226800001,923.90752428
67,PLOU,Plouguin,2024-12-01,2024,Q4-24,12,2215.6495,2079.2999999999997
68,KEI3,Repowering Bougainville (BGV-R),2024-12-01,2024,Q4-24,12,1404.3419208,1231.1838
69,GO02,Repowering Evits et Josaphats (EEJ-R),2024-12-01,2024,Q4-24,12,2138.5581,1863.552
70,GO03,Repowering Remise de Reclainville (RCL-R),2024-12-01,2024,Q4-24,12,2337.726083,2016.336
71,RON1,Ronchois 1,2024-12-01,2024,Q4-24,12,3049.0650340800003,2832.85559856
72,RON2,Ronchois 2,2024-12-01,2024,Q4-24,12,1511.4166189199998,1404.24194664
73,RON3,Ronchois 3,2024-12-01,2024,Q4-24,12,2956.55835696,2746.9085747999998
74,STAN,Saint André,2024-12-01,2024,Q4-24,12,2387.84472576,2187.87743232
75,AURA19,Saint Christophe (Clé des champs),2024-12-01,2024,Q4-24,12,462.35880000000003,423.84391857
76,SDI1,SdlL1,2024-12-01,2024,Q4-24,12,3137.26267831,2894.01288325
77,SDI2,SdlL2,2024-12-01,2024,Q4-24,12,1594.21249591,1470.60414221
78,SCRI,Seuil du Cambrésis- Ribecourt (RIB),2024-12-01,2024,Q4-24,12,6722.548423110001,6070.67164587
79,SDA1,Sources de l'Ancre 1 ,2024-12-01,2024,Q4-24,12,2611.3941135200002,2335.87191954
80,SDA2,Sources de l'Ancre 2,2024-12-01,2024,Q4-24,12,3533.4856601799997,3160.67571108
81,SFR2,St François Roye 2,2024-12-01,2024,Q4-24,12,3149.4780679200003,2924.9488007699997
82,SFR3,St François Roye 3,2024-12-01,2024,Q4-24,12,2975.50162869,2763.37531164
83,STGE,St Georges (La Vallée 1),2024-12-01,2024,Q4-24,12,1105.38269188,1026.13796513
84,SPH,St Patrick Hermin,2024-12-01,2024,Q4-24,12,3671.99429601,3451.17954495
85,SPP1,St Patrick Pernois 1,2024-12-01,2024,Q4-24,12,2885.3109938099997,2711.8033073700003
86,SPP2,St Patrick Pernois 2,2024-12-01,2024,Q4-24,12,2962.49000172,2784.34118256
87,SPP3,St Patrick Pernois 3,2024-12-01,2024,Q4-24,12,1461.80153094,1373.89635525
88,TOUV,Touvent,2024-12-01,2024,Q4-24,12,3615.61097115,3301.21001085
89,VAM1,Val au Moines 1,2024-12-01,2024,Q4-24,12,2901.86650035,2623.60533465
90,VAM2,Val au Moines 2,2024-12-01,2024,Q4-24,12,1370.0447838,1238.67063297
91,VAA1,Vallée d'Arce 1 (DR),2024-12-01,2024,Q4-24,12,3593.33004735,3320.3560823999997
92,VAA2,Vallée d'Arce 2 (NY),2024-12-01,2024,Q4-24,12,1781.2079090999998,1645.89514515
93,VAA3,Vallée d'Arce 3 (NU),2024-12-01,2024,Q4-24,12,3484.3107096,3219.61859775
94,VDMO,Voie des monts,2024-12-01,2024,Q4-24,12,3142.9528566,2867.69736
95,VRON,Vron ,2024-12-01,2024,Q4-24,12,2316.9064,2147.0807999999997
96,ZOND,Zondrange,2024-12-01,2024,Q4-24,12,2522.47908912,2311.3736278799997
1,ALBE,Ally Bessadous,2025-01-01,2025,Q1-25,1,2263.8404137,2064.18931704
2,ALME,Ally Mercoeur,2025-01-01,2025,Q1-25,1,1507.5778515400002,1374.62255364
3,ALMO,Ally Monteil,2025-01-01,2025,Q1-25,1,1958.07452628,1785.38933142
4,ALVE,Ally Verseilles,2025-01-01,2025,Q1-25,1,2370.38912006,2161.34134268
5,ART1,Artois 1,2025-01-01,2025,Q1-25,1,3848.5022273099994,3606.6227021799996
6,ART2,Artois 2,2025-01-01,2025,Q1-25,1,2759.8146252499996,2586.3594372
7,AVI1,Avignonet I,2025-01-01,2025,Q1-25,1,1615.0,1501.0
8,AVI2,Avignonet II,2025-01-01,2025,Q1-25,1,1007.0,931.0
9,BTN1,Basse Thiérache Nord 1 ,2025-01-01,2025,Q1-25,1,3496.90665948,3121.70172349
10,BTN2,Basse Thiérache Nord 2,2025-01-01,2025,Q1-25,1,1783.30303417,1591.96132504
11,BASS,Bassigny,2025-01-01,2025,Q1-25,1,2400.2026321,2237.0820615
12,BAZO,Bazougeais,2025-01-01,2025,Q1-25,1,3617.27414268,3166.48921909
13,PBBF,Blanches Fosses PBF,2025-01-01,2025,Q1-25,1,3286.83864348,2921.97228676
14,GO01,Bois des Fontaines (BDF),2025-01-01,2025,Q1-25,1,3573.901308,3011.7599999999998
15,BSLL,Boralex Solaire Lauragais SAS,2025-01-01,2025,Q1-25,1,236.82038688,228.59218656
16,BSLC,Boralex Solaire Les Cigalettes SAS (Montfort),2025-01-01,2025,Q1-25,1,725.6871864000001,690.9906744
17,CALM,Calmont (Laur Eole Energie ),2025-01-01,2025,Q1-25,1,3223.3127630400004,2953.9015476900004
18,CHL2,Cham Longe II,2025-01-01,2025,Q1-25,1,1354.9681449500001,1266.1177755099998
19,CLRE,Cham Longe Repowering,2025-01-01,2025,Q1-25,1,10467.380000000001,9378.6
20,CHAR,Charmoy,2025-01-01,2025,Q1-25,1,2803.88651968,2611.34495808
21,CHMA,Chasse Marée,2025-01-01,2025,Q1-25,1,2416.6800000000003,2219.4
22,CHDG,Chemin de Grès,2025-01-01,2025,Q1-25,1,8617.47492065,7917.223331850001
23,CHEP,Chépy,2025-01-01,2025,Q1-25,1,749.24049544,687.82733822
24,COCO,Coat Conval,2025-01-01,2025,Q1-25,1,1211.79,1133.61
25,CDAR,Comes de l'Arce,2025-01-01,2025,Q1-25,1,2949.0173126400005,2727.549615
26,COBL,Coteaux du Blaiseron,2025-01-01,2025,Q1-25,1,3180.27345034,2849.2454723
27,COCL,Coulonges (CL),2025-01-01,2025,Q1-25,1,3358.72413555,3091.25393805
28,COCP,Coulonges (CP),2025-01-01,2025,Q1-25,1,3092.44019895,2846.17538925
29,CONT,Coulonges (NT),2025-01-01,2025,Q1-25,1,3165.0713202,2913.0225642
30,ECO3,Extension plaine d'Escrebieux (XPE),2025-01-01,2025,Q1-25,1,4657.7959438200005,3980.1295612799995
31,ESDB,Extension seuil de Bapaume (XSB),2025-01-01,2025,Q1-25,1,5014.35924228,4257.04182507
32,FIER,Fierville,2025-01-01,2025,Q1-25,1,2065.2980798,1909.1999743999997
33,FOPL,Fond de la Plaine,2025-01-01,2025,Q1-25,1,855.6313517599999,779.5752238499999
34,FOR1,Fortel 1,2025-01-01,2025,Q1-25,1,3123.98539992,2881.45788504
35,FOR2,Fortel 2,2025-01-01,2025,Q1-25,1,3282.7107784799996,3027.8607710399997
36,HDCO,Haut de Comble (HC),2025-01-01,2025,Q1-25,1,5829.7947554600005,5292.9231953
37,HDC1,Haut de Conge 1,2025-01-01,2025,Q1-25,1,2498.21728052,2305.2655457
38,HDC2,Haut de Conge 2,2025-01-01,2025,Q1-25,1,787.54708136,726.7202839
39,HDC3,Haut de Conge 3,2025-01-01,2025,Q1-25,1,2514.8447779000003,2320.6088066200005
40,IDBO,Inter deux bos (MET),2025-01-01,2025,Q1-25,1,8553.86970135,7737.98195592
41,LACI,La Citadelle,2025-01-01,2025,Q1-25,1,3037.33499904,2811.5871232000004
42,ECO1,La Grande Borne (LGB),2025-01-01,2025,Q1-25,1,2507.27755806,2187.23899914
43,CATE,Le Catésis (CAT),2025-01-01,2025,Q1-25,1,3668.70592754,3366.0162571399997
44,LGCA,Le Grand Camp,2025-01-01,2025,Q1-25,1,2894.59266228,2684.88
45,LEPE,Le Pelon,2025-01-01,2025,Q1-25,1,2995.40886894,2681.50941717
46,LEAG,Leign ar Gasprenn,2025-01-01,2025,Q1-25,1,1753.7,1642.55
47,LCLE,Les Clérimois,2025-01-01,2025,Q1-25,1,1846.43154056,1711.92327526
48,LEPA,Les Eparmonts,2025-01-01,2025,Q1-25,1,,
49,LMDB,Les Moulins de Boulay,2025-01-01,2025,Q1-25,1,,
50,MELC,Ménétréols Les chênes (La vallée 3),2025-01-01,2025,Q1-25,1,1174.4316230800002,1090.23680529
51,MELI,Ménétréols Lizeray (La vallée 4),2025-01-01,2025,Q1-25,1,934.24996754,867.2737306800001
52,MERE,Ménétréols Renardiére (La vallée 2),2025-01-01,2025,Q1-25,1,,
53,MDB1,Monts de Bagny 1,2025-01-01,2025,Q1-25,1,3785.7894871500002,3522.43911685
54,MDB2,Monts de Bagny 2,2025-01-01,2025,Q1-25,1,3853.1458844000003,3585.1100006
55,MORL,Morlange,2025-01-01,2025,Q1-25,1,2351.31708924,2173.6983176999997
56,NIBA,Nibas,2025-01-01,2025,Q1-25,1,2212.5000375,1997.5714625
57,NOYE,Noyers Bucamps NOB,2025-01-01,2025,Q1-25,1,2601.4808654,2433.10140298
58,PANN,Pannecé (BS),2025-01-01,2025,Q1-25,1,2489.379624,2287.196508
59,PANV,Pannecé La Vallière,2025-01-01,2025,Q1-25,1,2233.3997759999997,2052.0069
60,XSAN,Parc du Santerre (XSAN),2025-01-01,2025,Q1-25,1,4994.3827095,4391.0344464
61,PDO1,Pays d'Othe 1,2025-01-01,2025,Q1-25,1,2250.1508102000003,2076.7427796
62,SE01,Peyrolles,2025-01-01,2025,Q1-25,1,843.5555999999999,773.2223
63,PDBE,Plaine de Beaunay,2025-01-01,2025,Q1-25,1,3387.9062,3076.6498
64,PLAN,Plateau de Langres,2025-01-01,2025,Q1-25,1,2096.2803444,1948.97415348
65,PDS1,Plateau de Savernat 1,2025-01-01,2025,Q1-25,1,3032.9611213199996,2820.3129791200004
66,PDS2,Plateau de Savernat 2,2025-01-01,2025,Q1-25,1,993.5690226800001,923.90752428
67,PLOU,Plouguin,2025-01-01,2025,Q1-25,1,2215.6495,2079.2999999999997
68,KEI3,Repowering Bougainville (BGV-R),2025-01-01,2025,Q1-25,1,1404.3419208,1231.1838
69,GO02,Repowering Evits et Josaphats (EEJ-R),2025-01-01,2025,Q1-25,1,2138.5581,1863.552
70,GO03,Repowering Remise de Reclainville (RCL-R),2025-01-01,2025,Q1-25,1,2337.726083,2016.336
71,RON1,Ronchois 1,2025-01-01,2025,Q1-25,1,3049.0650340800003,2832.85559856
72,RON2,Ronchois 2,2025-01-01,2025,Q1-25,1,1511.4166189199998,1404.24194664
73,RON3,Ronchois 3,2025-01-01,2025,Q1-25,1,2956.55835696,2746.9085747999998
74,STAN,Saint André,2025-01-01,2025,Q1-25,1,2387.84472576,2187.87743232
75,AURA19,Saint Christophe (Clé des champs),2025-01-01,2025,Q1-25,1,462.35880000000003,423.84391857
76,SDI1,SdlL1,2025-01-01,2025,Q1-25,1,3137.26267831,2894.01288325
77,SDI2,SdlL2,2025-01-01,2025,Q1-25,1,1594.21249591,1470.60414221
78,SCRI,Seuil du Cambrésis- Ribecourt (RIB),2025-01-01,2025,Q1-25,1,6722.548423110001,6070.67164587
79,SDA1,Sources de l'Ancre 1 ,2025-01-01,2025,Q1-25,1,2611.3941135200002,2335.87191954
80,SDA2,Sources de l'Ancre 2,2025-01-01,2025,Q1-25,1,3533.4856601799997,3160.67571108
81,SFR2,St François Roye 2,2025-01-01,2025,Q1-25,1,3149.4780679200003,2924.9488007699997
82,SFR3,St François Roye 3,2025-01-01,2025,Q1-25,1,2975.50162869,2763.37531164
83,STGE,St Georges (La Vallée 1),2025-01-01,2025,Q1-25,1,1105.38269188,1026.13796513
84,SPH,St Patrick Hermin,2025-01-01,2025,Q1-25,1,3671.99429601,3451.17954495
85,SPP1,St Patrick Pernois 1,2025-01-01,2025,Q1-25,1,2885.3109938099997,2711.8033073700003
86,SPP2,St Patrick Pernois 2,2025-01-01,2025,Q1-25,1,2962.49000172,2784.34118256
87,SPP3,St Patrick Pernois 3,2025-01-01,2025,Q1-25,1,1461.80153094,1373.89635525
88,TOUV,Touvent,2025-01-01,2025,Q1-25,1,3615.61097115,3301.21001085
89,VAM1,Val au Moines 1,2025-01-01,2025,Q1-25,1,2901.86650035,2623.60533465
90,VAM2,Val au Moines 2,2025-01-01,2025,Q1-25,1,1370.0447838,1238.67063297
91,VAA1,Vallée d'Arce 1 (DR),2025-01-01,2025,Q1-25,1,3593.33004735,3320.3560823999997
92,VAA2,Vallée d'Arce 2 (NY),2025-01-01,2025,Q1-25,1,1781.2079090999998,1645.89514515
93,VAA3,Vallée d'Arce 3 (NU),2025-01-01,2025,Q1-25,1,3484.3107096,3219.61859775
94,VDMO,Voie des monts,2025-01-01,2025,Q1-25,1,3142.9528566,2867.69736
95,VRON,Vron ,2025-01-01,2025,Q1-25,1,2316.9064,2147.0807999999997
96,ZOND,Zondrange,2025-01-01,2025,Q1-25,1,2522.47908912,2311.3736278799997
1,ALBE,Ally Bessadous,2025-02-01,2025,Q1-25,2,2263.8404137,2064.18931704
2,ALME,Ally Mercoeur,2025-02-01,2025,Q1-25,2,1507.5778515400002,1374.62255364
3,ALMO,Ally Monteil,2025-02-01,2025,Q1-25,2,1958.07452628,1785.38933142
4,ALVE,Ally Verseilles,2025-02-01,2025,Q1-25,2,2370.38912006,2161.34134268
5,ART1,Artois 1,2025-02-01,2025,Q1-25,2,3848.5022273099994,3606.6227021799996
6,ART2,Artois 2,2025-02-01,2025,Q1-25,2,2759.8146252499996,2586.3594372
7,AVI1,Avignonet I,2025-02-01,2025,Q1-25,2,1615.0,1501.0
8,AVI2,Avignonet II,2025-02-01,2025,Q1-25,2,1007.0,931.0
9,BTN1,Basse Thiérache Nord 1 ,2025-02-01,2025,Q1-25,2,3496.90665948,3121.70172349
10,BTN2,Basse Thiérache Nord 2,2025-02-01,2025,Q1-25,2,1783.30303417,1591.96132504
11,BASS,Bassigny,2025-02-01,2025,Q1-25,2,2400.2026321,2237.0820615
12,BAZO,Bazougeais,2025-02-01,2025,Q1-25,2,3617.27414268,3166.48921909
13,PBBF,Blanches Fosses PBF,2025-02-01,2025,Q1-25,2,3286.83864348,2921.97228676
14,GO01,Bois des Fontaines (BDF),2025-02-01,2025,Q1-25,2,3573.901308,3011.7599999999998
15,BSLL,Boralex Solaire Lauragais SAS,2025-02-01,2025,Q1-25,2,236.82038688,228.59218656
16,BSLC,Boralex Solaire Les Cigalettes SAS (Montfort),2025-02-01,2025,Q1-25,2,725.6871864000001,690.9906744
17,CALM,Calmont (Laur Eole Energie ),2025-02-01,2025,Q1-25,2,3223.3127630400004,2953.9015476900004
18,CHL2,Cham Longe II,2025-02-01,2025,Q1-25,2,1354.9681449500001,1266.1177755099998
19,CLRE,Cham Longe Repowering,2025-02-01,2025,Q1-25,2,10467.380000000001,9378.6
20,CHAR,Charmoy,2025-02-01,2025,Q1-25,2,2803.88651968,2611.34495808
21,CHMA,Chasse Marée,2025-02-01,2025,Q1-25,2,2416.6800000000003,2219.4
22,CHDG,Chemin de Grès,2025-02-01,2025,Q1-25,2,8617.47492065,7917.223331850001
23,CHEP,Chépy,2025-02-01,2025,Q1-25,2,749.24049544,687.82733822
24,COCO,Coat Conval,2025-02-01,2025,Q1-25,2,1211.79,1133.61
25,CDAR,Comes de l'Arce,2025-02-01,2025,Q1-25,2,2949.0173126400005,2727.549615
26,COBL,Coteaux du Blaiseron,2025-02-01,2025,Q1-25,2,3180.27345034,2849.2454723
27,COCL,Coulonges (CL),2025-02-01,2025,Q1-25,2,3358.72413555,3091.25393805
28,COCP,Coulonges (CP),2025-02-01,2025,Q1-25,2,3092.44019895,2846.17538925
29,CONT,Coulonges (NT),2025-02-01,2025,Q1-25,2,3165.0713202,2913.0225642
30,ECO3,Extension plaine d'Escrebieux (XPE),2025-02-01,2025,Q1-25,2,4657.7959438200005,3980.1295612799995
31,ESDB,Extension seuil de Bapaume (XSB),2025-02-01,2025,Q1-25,2,5014.35924228,4257.04182507
32,FIER,Fierville,2025-02-01,2025,Q1-25,2,2065.2980798,1909.1999743999997
33,FOPL,Fond de la Plaine,2025-02-01,2025,Q1-25,2,855.6313517599999,779.5752238499999
34,FOR1,Fortel 1,2025-02-01,2025,Q1-25,2,3123.98539992,2881.45788504
35,FOR2,Fortel 2,2025-02-01,2025,Q1-25,2,3282.7107784799996,3027.8607710399997
36,HDCO,Haut de Comble (HC),2025-02-01,2025,Q1-25,2,5829.7947554600005,5292.9231953
37,HDC1,Haut de Conge 1,2025-02-01,2025,Q1-25,2,2498.21728052,2305.2655457
38,HDC2,Haut de Conge 2,2025-02-01,2025,Q1-25,2,787.54708136,726.7202839
39,HDC3,Haut de Conge 3,2025-02-01,2025,Q1-25,2,2514.8447779000003,2320.6088066200005
40,IDBO,Inter deux bos (MET),2025-02-01,2025,Q1-25,2,8553.86970135,7737.98195592
41,LACI,La Citadelle,2025-02-01,2025,Q1-25,2,3037.33499904,2811.5871232000004
42,ECO1,La Grande Borne (LGB),2025-02-01,2025,Q1-25,2,2507.27755806,2187.23899914
43,CATE,Le Catésis (CAT),2025-02-01,2025,Q1-25,2,3668.70592754,3366.0162571399997
44,LGCA,Le Grand Camp,2025-02-01,2025,Q1-25,2,2894.59266228,2684.88
45,LEPE,Le Pelon,2025-02-01,2025,Q1-25,2,2995.40886894,2681.50941717
46,LEAG,Leign ar Gasprenn,2025-02-01,2025,Q1-25,2,1753.7,1642.55
47,LCLE,Les Clérimois,2025-02-01,2025,Q1-25,2,1846.43154056,1711.92327526
48,LEPA,Les Eparmonts,2025-02-01,2025,Q1-25,2,,
49,LMDB,Les Moulins de Boulay,2025-02-01,2025,Q1-25,2,,
50,MELC,Ménétréols Les chênes (La vallée 3),2025-02-01,2025,Q1-25,2,1174.4316230800002,1090.23680529
51,MELI,Ménétréols Lizeray (La vallée 4),2025-02-01,2025,Q1-25,2,934.24996754,867.2737306800001
52,MERE,Ménétréols Renardiére (La vallée 2),2025-02-01,2025,Q1-25,2,,
53,MDB1,Monts de Bagny 1,2025-02-01,2025,Q1-25,2,3785.7894871500002,3522.43911685
54,MDB2,Monts de Bagny 2,2025-02-01,2025,Q1-25,2,3853.1458844000003,3585.1100006
